gene	aRRA	aRRA p_value	aRRA FDR	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
PGC	0.00013775109188	0.004	0.842884615385	False	6	2	1.5529285573
ADAP1	0.000139574893495	0.004	0.842884615385	False	6	2	0.596196570259
NFKB2	0.000139574893495	0.004	0.842884615385	False	6	3	2.03496862605
PKM	0.000139574893495	0.004	0.842884615385	False	6	2	1.03197896282
IFI27	0.000139574893495	0.004	0.842884615385	False	6	2	0.501972513492
PRSS2	0.00014584877893	0.004	0.842884615385	False	6	2	1.39339132703
IRAK1BP1	0.000147089492997	0.005	0.842884615385	False	6	3	1.06641139958
C10orf82	0.000147089492997	0.005	0.842884615385	False	6	4	2.50988106955
CEP120	0.000147089492997	0.005	0.842884615385	False	6	4	2.57082614534
GATA4	0.000147089492997	0.005	0.842884615385	False	6	3	2.10464596339
NEDD4	0.000147089492997	0.005	0.842884615385	False	6	3	1.54446386391
OR7G1	0.000147240037467	0.005	0.842884615385	False	6	2	1.59004922656
SPINK1	0.000149312078199	0.005	0.842884615385	False	6	2	1.28095706141
CNOT8	0.000149312078199	0.005	0.842884615385	False	6	2	0.745507219777
GAST	0.000149905599987	0.005	0.842884615385	False	6	1	-0.403545056145
SLC22A1	0.000151099636214	0.005	0.842884615385	False	6	2	1.08691800526
KCNH6	0.000151847572103	0.005	0.842884615385	False	6	4	2.29339478747
DMD	0.000154908300227	0.005	0.842884615385	False	6	2	1.74224683084
APOL1	0.000156919239533	0.005	0.842884615385	False	6	3	1.10696122364
DDX56	0.000156919239533	0.005	0.842884615385	False	6	3	2.14047331909
RNF151	0.000162060108094	0.005	0.842884615385	False	6	2	0.380456110803
CSRP2	0.000163116488952	0.005	0.842884615385	False	6	3	1.43266759236
PRKACG	0.000166477602094	0.005	0.842884615385	False	6	4	2.53993020577
CNGB3	0.000167142107625	0.005	0.842884615385	False	6	2	0.947804686431
UBE2G1	0.000167142107625	0.005	0.842884615385	False	6	3	1.09073426491
LCN1	0.000167142107625	0.005	0.842884615385	False	6	3	1.0047569719
PTPLAD2	0.000167142107625	0.005	0.842884615385	False	6	2	-0.17781089574
LEPROTL1	0.000167731341339	0.005	0.842884615385	False	6	3	0.672277350055
METTL20	0.000169251555768	0.005	0.842884615385	False	6	3	1.75296868564
FBXO15	0.000170407064543	0.005	0.842884615385	False	6	3	1.02205274401
ZYG11B	0.000170556544415	0.005	0.842884615385	False	6	3	1.56290603738
SCGB2A2	0.000175195833892	0.005	0.842884615385	False	6	3	1.95382810438
BCKDK	0.000176569413873	0.005	0.842884615385	False	6	3	1.41996893155
ZIK1	0.000176569413873	0.005	0.842884615385	False	6	3	1.47060438249
ZBTB37	0.000179623546797	0.005	0.842884615385	False	6	3	1.04329348148
ATP2B2	0.000180306142063	0.005	0.842884615385	False	6	3	0.517230094738
FPR1	0.000181628295443	0.005	0.842884615385	False	6	3	1.4225424442
MPZL3	0.000181692862693	0.005	0.842884615385	False	6	2	1.48590556345
MAP4	0.000182317621606	0.005	0.842884615385	False	6	1	1.04741478991
NPY	0.000182317621606	0.005	0.842884615385	False	6	1	0.75682647454
LYSMD4	0.000182878564722	0.005	0.842884615385	False	6	3	1.29169191934
HIST1H1C	0.000186641148288	0.005	0.842884615385	False	6	2	1.40727696043
OR4S1	0.000190822961889	0.005	0.842884615385	False	6	3	1.01106059134
AKAP12	0.000190822961889	0.005	0.842884615385	False	6	3	1.54983917681
ASIP	0.000194472129713	0.005	0.842884615385	False	6	1	-0.343531895183
DCAF7	0.000197305844155	0.006	0.916945606695	False	6	3	1.75312989987
PCDH7	0.000197305844155	0.006	0.916945606695	False	6	3	1.74679115803
XKR7	0.000197305844155	0.006	0.916945606695	False	6	2	1.5608949347
PARVB	0.000197305844155	0.006	0.916945606695	False	6	2	0.761615633289
LLPH	0.000202575135118	0.006	0.916945606695	False	6	1	0.356409862192
EXT1	0.000210667044203	0.006	0.916945606695	False	6	2	1.08130081904
FAM216A	0.000214036205315	0.006	0.916945606695	False	6	2	1.85651778055
hsa-mir-501	0.000216890782808	0.006	0.916945606695	False	4	2	2.18148478993
SRPK1	0.000219416843901	0.006	0.916945606695	False	6	4	2.13795431307
TRPV6	0.00022163510087	0.006	0.916945606695	False	6	3	1.89076270782
SETDB1	0.000226871282227	0.007	0.916945606695	False	6	2	1.51568515614
AK5	0.000226884151332	0.007	0.916945606695	False	6	1	1.24841494037
IDH3A	0.000227030717957	0.007	0.916945606695	False	6	2	-0.619233517722
MAP2K3	0.000229835759284	0.007	0.916945606695	False	6	3	0.600431859083
CD52	0.000230339177605	0.007	0.916945606695	False	6	2	1.73581246956
SERTAD3	0.000231802371968	0.007	0.916945606695	False	6	3	0.379830916668
ZNF396	0.000239038659439	0.007	0.916945606695	False	6	1	0.135256120029
hsa-mir-3912	0.000241540222949	0.007	0.916945606695	False	4	2	2.28764619435
POU3F2	0.000241540222949	0.007	0.916945606695	False	6	2	0.73385570523
FAM173A	0.000241540222949	0.007	0.916945606695	False	6	2	0.228438538539
DNAJC3	0.000241540222949	0.007	0.916945606695	False	6	3	1.78666262848
NKX2-4	0.000241540222949	0.007	0.916945606695	False	6	2	0.364334721424
GPR35	0.000241540222949	0.007	0.916945606695	False	6	3	1.48631533965
SLC19A3	0.000243075388934	0.007	0.916945606695	False	6	2	1.31530116499
KCNE1	0.000251193167546	0.007	0.916945606695	False	6	1	0.925418679057
TYRP1	0.000254039340726	0.007	0.916945606695	False	6	3	1.90139407913
PAX4	0.000254556205985	0.007	0.916945606695	False	6	4	2.40553741497
ABCB11	0.00025598029387	0.007	0.916945606695	False	6	2	1.63325740242
MED20	0.000259296172951	0.008	0.916945606695	False	6	1	0.889659981053
TNKS	0.000264081263855	0.008	0.916945606695	False	6	2	0.718469820972
GRID1	0.000267399178355	0.008	0.916945606695	False	6	1	-0.21661350134
CCDC86	0.000268444530464	0.008	0.916945606695	False	6	2	1.16010549791
SMCR8	0.000268975840636	0.008	0.916945606695	False	6	2	1.38401125784
HS6ST1	0.000281748837251	0.009	0.916945606695	False	6	2	1.35230345085
PLEK	0.000281748837251	0.009	0.916945606695	False	6	2	0.236557358414
ATP6V1G1	0.000281748837251	0.009	0.916945606695	False	6	2	0.307531152897
IL20	0.000283605189165	0.009	0.916945606695	False	6	2	0.693812318785
PRR14	0.000299788728285	0.009	0.916945606695	False	6	2	-0.140414070533
TBATA	0.00030153421549	0.009	0.916945606695	False	6	2	1.26442757507
LRRTM3	0.000302942922825	0.009	0.916945606695	False	6	2	0.0715371616862
CALML6	0.000305911894182	0.009	0.916945606695	False	6	2	0.813768410811
TRIM42	0.000305911894182	0.009	0.916945606695	False	6	2	0.290269379668
CCS	0.000307046739094	0.009	0.916945606695	False	6	2	0.694387662811
BANP	0.00031060667155	0.009	0.916945606695	False	6	2	1.31800044452
TRIM24	0.000315625047803	0.009	0.916945606695	False	6	2	1.95879588307
CRYGA	0.000315625047803	0.009	0.916945606695	False	6	3	0.663975341485
ICT1	0.000315625047803	0.009	0.916945606695	False	6	2	0.952249971779
DCAF8L2	0.000316017210783	0.009	0.916945606695	False	6	1	-0.857428024691
hsa-mir-548ah	0.000324120216188	0.009	0.916945606695	False	2	1	3.83782702893
LCE1B	0.000332223221593	0.009	0.916945606695	False	6	1	-0.724881161496
KBTBD7	0.000336397883595	0.009	0.916945606695	False	6	2	0.603470060837
MAB21L1	0.000336397883595	0.009	0.916945606695	False	6	3	1.62053442615
PMEPA1	0.000336397883595	0.009	0.916945606695	False	6	2	1.47546560365
DEFB128	0.000336397883595	0.009	0.916945606695	False	6	2	0.0478193165293
RPP25	0.000336397883595	0.009	0.916945606695	False	6	2	0.593549052338
IDUA	0.000336397883595	0.009	0.916945606695	False	6	3	0.866914739087
TGFBR1	0.000336397883595	0.009	0.916945606695	False	6	2	1.17943253604
KCNJ4	0.000336397883595	0.009	0.916945606695	False	6	3	1.05317021333
SRSF2	0.000336397883595	0.009	0.916945606695	False	6	2	0.88118748771
CDK13	0.000338402637669	0.009	0.916945606695	False	6	5	2.98261489227
STAT2	0.000338402637669	0.009	0.916945606695	False	6	3	0.80936504652
SHCBP1L	0.000339702821027	0.009	0.916945606695	False	6	3	1.12790348579
NUDT3	0.000342015868459	0.009	0.916945606695	False	6	3	2.05716495563
CD97	0.0003443777297	0.009	0.916945606695	False	6	2	0.371595028302
TMEM17	0.0003443777297	0.009	0.916945606695	False	6	1	-0.13632323833
GPR22	0.000348235275153	0.009	0.916945606695	False	6	3	1.99902730221
LENG8	0.000348235275153	0.009	0.916945606695	False	6	4	1.87520472542
hsa-mir-3174	0.000348716789552	0.009	0.916945606695	False	4	3	1.91022560011
OGDHL	0.000353096777825	0.009	0.916945606695	False	6	2	-0.0631621980189
MFSD4	0.000353096777825	0.009	0.916945606695	False	6	3	1.75534254141
CXorf57	0.000356148594043	0.009	0.916945606695	False	6	2	1.32147996356
OR9Q2	0.000356532237807	0.009	0.916945606695	False	6	2	0.775475560799
TGFB3	0.000357066699597	0.009	0.916945606695	False	6	3	1.18842756238
LDOC1L	0.000357372997417	0.009	0.916945606695	False	6	2	1.06632354689
ARHGAP27	0.00036075094038	0.009	0.916945606695	False	6	3	2.50509664419
FAM129C	0.000362445870389	0.009	0.916945606695	False	6	2	-0.105100995942
LYPD4	0.000366622994592	0.009	0.916945606695	False	6	2	0.0166305647808
TRAK2	0.000366622994592	0.009	0.916945606695	False	6	2	0.41212769911
SLCO6A1	0.000366622994592	0.009	0.916945606695	False	6	2	0.772906754955
RNF167	0.000366622994592	0.009	0.916945606695	False	6	2	1.71363765447
C11orf87	0.000372738248616	0.009	0.916945606695	False	6	2	0.436336373808
OGN	0.000380841254021	0.01	0.916945606695	False	6	3	2.34409121613
TMEM257	0.000388944259426	0.01	0.916945606695	False	6	1	-0.110632907341
TMEM259	0.000397047264831	0.01	0.916945606695	False	6	1	-0.0940146473221
CMC2	0.000401388437288	0.01	0.916945606695	False	5	2	0.394808414581
CYP8B1	0.000401388437288	0.01	0.916945606695	False	6	2	0.486687682341
SLC10A5	0.000401388437288	0.01	0.916945606695	False	6	2	0.460481155888
DTX3L	0.000401388437288	0.01	0.916945606695	False	6	2	0.208247320849
CASP1	0.000401388437288	0.01	0.916945606695	False	6	2	0.995695800983
AGTR2	0.000401388437288	0.01	0.916945606695	False	6	3	1.74431708274
EIF4A2	0.000401388437288	0.01	0.916945606695	False	6	3	1.61184251591
hsa-mir-4653	0.000401388437288	0.01	0.916945606695	False	4	2	2.95362953331
GHSR	0.000401388437288	0.01	0.916945606695	False	6	2	0.558196141081
ZIC4	0.000401388437288	0.01	0.916945606695	False	6	2	0.679832444265
CDH18	0.00041325327564	0.01	0.916945606695	False	6	2	1.32005602101
ACTL7A	0.000425407783747	0.01	0.916945606695	False	6	2	-1.26800987848
KCNG4	0.000425407783747	0.01	0.916945606695	False	6	1	-0.189296714899
FOXRED2	0.000426443533271	0.01	0.916945606695	False	6	2	-1.16304527447
KANSL3	0.000426443533271	0.01	0.916945606695	False	6	2	0.541005640624
RAD51	0.000426443533271	0.01	0.916945606695	False	6	2	0.507739910617
SDCBP2	0.000426443533271	0.01	0.916945606695	False	6	2	1.18192429481
C11orf86	0.000435189140339	0.01	0.916945606695	False	6	3	0.8702156421
WFDC11	0.000445561556518	0.01	0.916945606695	False	6	2	1.35158401359
AIRE	0.000445665297259	0.01	0.916945606695	False	6	1	0.729563603887
MRPL46	0.000457268239485	0.01	0.916945606695	False	6	2	1.38827769322
KIAA1804	0.000457268239485	0.01	0.916945606695	False	6	2	-0.237541965986
C14orf2	0.000457268239485	0.01	0.916945606695	False	6	2	0.370754705696
ANKRD53	0.000457819805366	0.01	0.916945606695	False	6	1	1.08942001455
FYB	0.000457819805366	0.01	0.916945606695	False	6	1	-0.511372569206
TXNL1	0.000467548503683	0.011	0.971600985222	False	6	2	0.20096668079
FAM46B	0.000467548503683	0.011	0.971600985222	False	6	2	0.45432644032
PRPF3	0.000469974313473	0.011	0.971600985222	False	6	1	-0.367343184543
ATP5O	0.000477411753085	0.012	0.971600985222	False	6	2	1.04469858162
SULT1A2	0.000477411753085	0.012	0.971600985222	False	6	2	1.35484350781
C9orf153	0.000480426324407	0.012	0.971600985222	False	6	2	1.98543581399
TG	0.000486180324282	0.012	0.971600985222	False	6	2	0.902845787382
FCRL3	0.000498334832389	0.012	0.971600985222	False	6	1	0.451871041664
IFI16	0.000498334832389	0.012	0.971600985222	False	6	1	-0.0438599890891
MACROD2	0.000507436670716	0.013	0.971600985222	False	6	2	1.63765768837
ALKBH8	0.000507436670716	0.013	0.971600985222	False	6	2	-0.278904034584
P2RY13	0.000507436670716	0.013	0.971600985222	False	6	2	-0.193061549872
DHRS4L1	0.000507436670716	0.013	0.971600985222	False	6	2	0.795494799183
IL17REL	0.000507436670716	0.013	0.971600985222	False	6	2	0.975318689186
TMIGD1	0.000507436670716	0.013	0.971600985222	False	6	2	-0.197888510347
SGCD	0.000507436670716	0.013	0.971600985222	False	6	2	1.62669731281
MBTPS2	0.000507436670716	0.013	0.971600985222	False	6	3	1.06235996725
ZNF45	0.000507436670716	0.013	0.971600985222	False	6	2	0.583623654292
NME8	0.000507436670716	0.013	0.971600985222	False	6	2	1.27741714604
SULT4A1	0.000507436670716	0.013	0.971600985222	False	6	2	1.72692313146
C1orf216	0.000507436670716	0.013	0.971600985222	False	6	2	0.914768864637
POLR2L	0.000507436670716	0.013	0.971600985222	False	6	3	0.165881935036
C20orf144	0.000507436670716	0.013	0.971600985222	False	6	3	1.20070228897
DIP2A	0.000507436670716	0.013	0.971600985222	False	6	2	0.147823033306
NHP2L1	0.000507436670716	0.013	0.971600985222	False	6	3	1.5194923524
hsa-mir-4733	0.000514540843199	0.013	0.971600985222	False	4	1	-1.12234700356
FCRL5	0.000526695351306	0.013	0.971600985222	False	6	1	-1.28451364328
CAPN15	0.000534798356711	0.013	0.971600985222	False	6	1	-0.049205021068
SYTL1	0.000541389587041	0.013	0.971600985222	False	6	2	0.450057697961
ATOX1	0.000542332692144	0.013	0.971600985222	False	6	2	1.62675344724
DKK4	0.000542901362115	0.013	0.971600985222	False	6	1	1.30026065712
FBXL12	0.000544599492985	0.013	0.971600985222	False	6	2	1.48834167102
RHOB	0.000549147276946	0.013	0.971600985222	False	6	2	0.320628181593
FAM160B1	0.000549147276946	0.013	0.971600985222	False	6	2	1.45092709228
BEST2	0.000549147276946	0.013	0.971600985222	False	6	3	1.94484315381
SAMSN1	0.000554858598668	0.013	0.971600985222	False	6	2	0.121901081194
C1orf233	0.000559107372925	0.013	0.971600985222	False	6	1	0.23253561727
BEAN1	0.000563673344344	0.013	0.971600985222	False	6	2	1.08895756237
CHRNA2	0.000563673344344	0.013	0.971600985222	False	6	2	0.541276249739
IRF2BP2	0.000563673344344	0.013	0.971600985222	False	6	2	1.3773705636
SERPINC1	0.000563673344344	0.013	0.971600985222	False	6	2	0.117074169543
CLEC19A	0.000563673344344	0.013	0.971600985222	False	6	2	0.708852481821
SGSM2	0.000563673344344	0.013	0.971600985222	False	6	2	-0.483962698869
SP7	0.000571782259031	0.013	0.971600985222	False	6	2	0.617116187461
hsa-mir-648	0.000572169842317	0.013	0.971600985222	False	4	2	2.25077852282
MRM1	0.000574303897689	0.013	0.971600985222	False	6	2	-0.353719091856
C3orf22	0.000581511236399	0.013	0.971600985222	False	6	2	0.539819460033
C14orf119	0.000582879842685	0.013	0.971600985222	False	6	2	-0.539001191411
BCDIN3D	0.000582879842685	0.013	0.971600985222	False	6	2	0.251696930303
FN1	0.000583331295468	0.013	0.971600985222	False	6	3	2.33979292318
UPK1A	0.000587467891841	0.014	0.971600985222	False	6	1	-0.44756631725
FKTN	0.000599532513193	0.014	0.971600985222	False	6	2	1.43630688906
SRF	0.00060367390265	0.014	0.971600985222	False	6	1	-1.58918954302
NADK2	0.00061987991346	0.015	0.971600985222	False	6	1	0.503167051249
LNPEP	0.000634445031368	0.016	0.971600985222	False	6	2	1.50700501129
RDM1	0.000634445031368	0.016	0.971600985222	False	6	2	-0.000420613453043
hsa-mir-3671	0.000634445031368	0.016	0.971600985222	False	3	2	3.18528357548
LRIG2	0.000634445031368	0.016	0.971600985222	False	6	2	0.639987916485
TP53INP2	0.000634445031368	0.016	0.971600985222	False	6	2	0.695605633406
OTUD6A	0.000634445031368	0.016	0.971600985222	False	6	2	0.407214315298
HRSP12	0.000634445031368	0.016	0.971600985222	False	6	2	-0.353334776342
ZNF501	0.000634445031368	0.016	0.971600985222	False	6	2	0.245277453455
AKAP4	0.000634445031368	0.016	0.971600985222	False	6	2	1.33723793273
SPAG16	0.000634445031368	0.016	0.971600985222	False	6	2	0.602334822029
MFSD2B	0.000634445031368	0.016	0.971600985222	False	6	2	1.46181903215
ID1	0.000634445031368	0.016	0.971600985222	False	6	2	0.637921825081
CPAMD8	0.000634445031368	0.016	0.971600985222	False	6	2	0.854245126737
C1orf123	0.000634445031368	0.016	0.971600985222	False	6	2	0.779794192734
C2orf50	0.000644188929674	0.016	0.971600985222	False	6	1	0.74277833156
RFC1	0.000644188929674	0.016	0.971600985222	False	6	1	-0.0263744900601
CXCL14	0.000644188929674	0.016	0.971600985222	False	6	1	-1.17749784635
OR5M1	0.000664446443186	0.016	0.971600985222	False	6	1	-0.564202201178
SLC14A1	0.000676600951293	0.016	0.971600985222	False	6	1	0.282996138573
PI4K2B	0.000684586526119	0.016	0.971600985222	False	6	2	0.460516679442
C15orf40	0.000693093266849	0.016	0.971600985222	False	6	2	0.4190416434
FIGNL1	0.000693093266849	0.016	0.971600985222	False	6	2	0.15800813186
PPIL4	0.000693093266849	0.016	0.971600985222	False	6	2	0.567061602329
AES	0.00070186718923	0.016	0.971600985222	False	6	2	-0.20657543212
MYO3B	0.00070186718923	0.016	0.971600985222	False	6	2	-0.0753686716597
VPS37B	0.00070186718923	0.016	0.971600985222	False	6	2	1.33846885281
RHOV	0.00070186718923	0.016	0.971600985222	False	6	2	0.493728020229
ZFYVE27	0.00070186718923	0.016	0.971600985222	False	6	2	-0.515714069963
MARCH4	0.00070186718923	0.016	0.971600985222	False	6	2	1.17312099465
C17orf107	0.00070186718923	0.016	0.971600985222	False	6	2	0.615980122506
ANLN	0.00070186718923	0.016	0.971600985222	False	6	2	0.103026383504
PRR19	0.00070186718923	0.016	0.971600985222	False	6	2	1.12141664509
CEACAM4	0.00070186718923	0.016	0.971600985222	False	6	2	0.942282275549
hsa-mir-6507	0.000704961470209	0.016	0.971600985222	False	4	1	0.98749142692
CSMD1	0.000704961470209	0.016	0.971600985222	False	6	2	1.46614587754
RAB30	0.000715456618907	0.016	0.971600985222	False	6	2	0.141144603688
STXBP4	0.000719145931824	0.016	0.971600985222	False	6	3	1.02728354217
ATP2B3	0.000719145931824	0.016	0.971600985222	False	6	2	1.31012048382
CNPPD1	0.000722409086971	0.016	0.971600985222	False	6	2	0.64288725518
AEBP2	0.000726989913671	0.016	0.971600985222	False	6	2	-1.21592623838
DEFB124	0.000729137527563	0.016	0.971600985222	False	6	2	0.716783593533
DHCR7	0.000729270486423	0.016	0.971600985222	False	6	1	-0.047486566709
IGF2R	0.000733120203536	0.016	0.971600985222	False	6	2	0.177618329836
HLA-DRB1	0.000738175053196	0.017	0.971600985222	False	6	2	1.89952386422
WDR96	0.000738175053196	0.017	0.971600985222	False	6	3	1.80623281437
TMEM237	0.000738175053196	0.017	0.971600985222	False	6	2	0.457568157214
MAPK9	0.000746786010692	0.017	0.971600985222	False	6	2	0.0276784823992
C9orf24	0.00075233211872	0.017	0.971600985222	False	6	2	-0.325320094444
TSPAN18	0.000753579502638	0.017	0.971600985222	False	6	1	-0.869939485688
ATAD3C	0.000753579502638	0.017	0.971600985222	False	6	1	0.0397733343062
SLFN14	0.000753579502638	0.017	0.971600985222	False	6	2	0.985582523164
DNAJC2	0.000755446901627	0.017	0.971600985222	False	6	2	0.341036690326
FBXL8	0.000769785513447	0.017	0.971600985222	False	6	1	-0.364828296791
C4orf19	0.000770442445121	0.017	0.971600985222	False	6	4	1.00756294866
CKAP4	0.000770442445121	0.017	0.971600985222	False	6	2	0.29858039381
VPS18	0.000770442445121	0.017	0.971600985222	False	6	2	1.03908406638
ABAT	0.000777888518852	0.017	0.971600985222	False	6	2	0.816250170118
SLC10A2	0.000793097978379	0.017	0.971600985222	False	6	2	-0.218935689097
ABCG2	0.000794094529661	0.017	0.971600985222	False	6	2	1.10896232347
CDC20	0.000794094529661	0.017	0.971600985222	False	6	1	1.11603894386
hsa-mir-3938	0.000794094529661	0.017	0.971600985222	False	4	1	2.54675992762
CACNB1	0.000810136393729	0.017	0.971600985222	False	6	2	2.08114019137
MEPE	0.00081030054047	0.017	0.971600985222	False	6	1	-0.426238005347
RECQL	0.00082650655128	0.018	0.971600985222	False	6	1	-0.0638314438867
GAK	0.000838661059387	0.018	0.971600985222	False	6	1	-0.898016349834
SLC26A8	0.000838661059387	0.018	0.971600985222	False	6	1	-1.42342104927
