gene	aRRA	p_value	p_value (adj.)	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
PRPF3	0.000633113037227	0.013	0.819252336449	False	6	1	-0.596018655841
RDM1	0.000639884038513	0.015	0.819252336449	False	6	2	-1.88084271985
BAG4	0.000639884038513	0.015	0.819252336449	False	6	2	0.730912152361
CASP1	0.000639884038513	0.015	0.819252336449	False	6	2	1.19674937885
XKRX	0.000639884038513	0.015	0.819252336449	False	6	2	-0.995910425877
CNNM2	0.000639884038513	0.015	0.819252336449	False	6	2	0.486653665591
PARVB	0.000639884038513	0.015	0.819252336449	False	6	2	0.328248708642
hsa-mir-7843	0.000645366837948	0.015	0.819252336449	False	4	1	0.0
OR9I1	0.00066029572799	0.015	0.819252336449	False	6	2	-0.325308191112
DNTTIP2	0.000661555834054	0.015	0.819252336449	False	6	2	0.0
hsa-mir-6836	0.000661705238908	0.015	0.819252336449	False	4	1	-0.993982232805
CXCL14	0.000661705238908	0.015	0.819252336449	False	6	1	-3.14705877624
C15orf40	0.000671256555246	0.015	0.819252336449	False	6	2	-2.17151262019
IL1RL1	0.000675071709547	0.015	0.819252336449	False	6	2	-2.76049723048
APTX	0.000675071709547	0.015	0.819252336449	False	6	2	-0.914446831815
HIBCH	0.000678043639869	0.015	0.819252336449	False	6	1	-1.37497319766
KIF5A	0.00068060157443	0.015	0.819252336449	False	6	2	0.0
NPHP1	0.000684015779824	0.015	0.819252336449	False	6	2	-1.53664646349
hsa-mir-4733	0.000690297440589	0.015	0.819252336449	False	4	1	-3.75976540919
FYB	0.000690297440589	0.015	0.819252336449	False	6	1	-1.65360467094
TMEM237	0.000690869817175	0.015	0.819252336449	False	6	2	-0.51334633441
INPP5D	0.000696248308497	0.015	0.819252336449	False	6	2	0.418809115019
PAK1IP1	0.000696248308497	0.015	0.819252336449	False	6	2	0.985942953709
DESI1	0.000696248308497	0.015	0.819252336449	False	6	2	0.0
DHRS12	0.00070255124131	0.015	0.819252336449	False	6	1	-0.995910425877
BCDIN3D	0.000702946601089	0.015	0.819252336449	False	6	2	-2.93509739411
SERINC5	0.000704246748656	0.015	0.819252336449	False	6	2	-0.657694245067
C11orf87	0.000714805042031	0.015	0.819252336449	False	6	1	-1.16692322739
AES	0.00071534650324	0.015	0.819252336449	False	6	2	-1.98892920641
IL17REL	0.00071534650324	0.015	0.819252336449	False	6	2	0.647617713036
SLC39A9	0.00071534650324	0.015	0.819252336449	False	6	2	-2.39270632581
FAM46B	0.00071534650324	0.015	0.819252336449	False	6	2	-0.91555237226
ZNF501	0.00071534650324	0.015	0.819252336449	False	6	2	0.0
MSX2	0.00071534650324	0.015	0.819252336449	False	6	2	-1.00604123616
ANLN	0.00071534650324	0.015	0.819252336449	False	6	2	-0.413018656648
OR4E2	0.000727058842751	0.015	0.819252336449	False	6	1	-2.39436135649
SFXN5	0.000740027017233	0.015	0.819252336449	False	6	2	-1.16756833187
CSTA	0.000743397243712	0.015	0.819252336449	False	6	1	-1.22525330347
TMEM259	0.000743397243712	0.015	0.819252336449	False	6	1	-2.39133023165
ACTL7A	0.000743397243712	0.015	0.819252336449	False	6	1	-4.38789176819
USP9X	0.000743809754601	0.015	0.819252336449	False	6	2	0.0
HS1BP3	0.000743809754601	0.015	0.819252336449	False	6	2	0.0855531681825
ZNF486	0.000759735644672	0.015	0.819252336449	False	6	1	-2.65080658016
SPINK5	0.000767904845153	0.016	0.819252336449	False	6	1	-2.65007343141
CDCA3	0.000780340818023	0.016	0.819252336449	False	6	2	0.0
MCTS1	0.000780340818023	0.016	0.819252336449	False	6	2	0.0
GLRX2	0.000780340818023	0.016	0.819252336449	False	6	2	-1.22314847479
GMPPA	0.000780340818023	0.016	0.819252336449	False	6	2	-1.87930233138
MYO1H	0.000780340818023	0.016	0.819252336449	False	6	2	-1.39679589993
HIPK2	0.000780340818023	0.016	0.819252336449	False	6	2	0.0
KIF24	0.000780340818023	0.016	0.819252336449	False	6	2	-0.656153856598
MLST8	0.000780340818023	0.016	0.819252336449	False	6	2	0.0
hsa-mir-143	0.000780340818023	0.016	0.819252336449	False	4	2	2.10616150302
CEP63	0.000780340818023	0.016	0.819252336449	False	6	2	0.0
ZNF93	0.000780340818023	0.016	0.819252336449	False	6	2	0.0
AP1G2	0.000780340818023	0.016	0.819252336449	False	6	2	0.0
BANP	0.000780340818023	0.016	0.819252336449	False	6	2	-1.31538849013
UPK1A	0.000792412446594	0.016	0.819252336449	False	6	1	-2.19325514868
SLC14A1	0.000808750847555	0.016	0.819252336449	False	6	1	-1.31538849013
ADCY1	0.000816813420852	0.016	0.819252336449	False	6	2	0.0
ABCG2	0.000816920048035	0.016	0.819252336449	False	6	1	0.0
C9orf24	0.000821723760281	0.016	0.819252336449	False	6	2	-1.53664646349
NEGR1	0.000824067189179	0.016	0.819252336449	False	6	2	-0.30582758477
PDIA5	0.000824770868523	0.016	0.819252336449	False	6	2	0.0
ITGA7	0.000825474848178	0.016	0.819252336449	False	6	2	0.985942953709
C2orf50	0.000829173848755	0.016	0.819252336449	False	6	1	0.0
