gene	aRRA	aRRA p_value	aRRA FDR	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
C20orf144	4.20352785204e-05	0.003	0.674307692308	False	6	3	0.953127080686
PRRX1	4.25102566013e-05	0.003	0.674307692308	False	6	4	1.99631248182
BCKDK	4.65522382338e-05	0.003	0.674307692308	False	6	3	1.59147905016
ACKR4	4.69929796877e-05	0.003	0.674307692308	False	6	2	1.80219534361
UPB1	4.79982858584e-05	0.003	0.674307692308	False	6	3	0.859428789792
SLIT2	4.86180324282e-05	0.003	0.674307692308	False	4	1	0.680613372402
ADHFE1	4.90981818087e-05	0.003	0.674307692308	False	6	3	2.4464206772
hsa-mir-3174	5.05962139071e-05	0.003	0.674307692308	False	4	3	2.16463156881
ATP2B2	5.20904980824e-05	0.003	0.674307692308	False	6	3	0.497495365593
OR4K5	5.29474355639e-05	0.003	0.674307692308	False	6	2	1.14863659219
FAM177A1	5.29474355639e-05	0.003	0.674307692308	False	6	2	1.01703193459
C15orf39	5.30284799211e-05	0.003	0.674307692308	False	6	3	0.257023529979
ALPK1	5.5332159424e-05	0.003	0.674307692308	False	6	2	1.33161478178
RP1	5.66051666481e-05	0.003	0.674307692308	False	6	2	0.851722911725
AKIRIN1	5.67210378329e-05	0.003	0.674307692308	False	6	1	1.26263735658
ZBTB37	5.8434979615e-05	0.003	0.674307692308	False	6	3	1.16039704211
EPHB4	6.48240432376e-05	0.003	0.674307692308	False	6	1	0.815510098302
DMD	6.73769190197e-05	0.003	0.674307692308	False	6	2	1.57489698961
GPSM1	6.76432306931e-05	0.003	0.674307692308	False	6	2	1.07412185116
EXT2	7.02223938127e-05	0.003	0.674307692308	False	6	3	0.941883499941
INPP5D	7.02223938127e-05	0.003	0.674307692308	False	6	3	0.417918208244
C8orf82	7.02223938127e-05	0.003	0.674307692308	False	6	3	1.09583717593
AGTR2	7.02223938127e-05	0.003	0.674307692308	False	6	3	2.33507184127
MAK16	7.02223938127e-05	0.003	0.674307692308	False	6	3	1.32082133668
HOXC11	7.02223938127e-05	0.003	0.674307692308	False	6	3	2.28539867838
ZNF75A	7.03352372532e-05	0.003	0.674307692308	False	6	2	0.0320395052012
KRTAP6-1	7.12898490429e-05	0.003	0.674307692308	False	6	2	0.0244464095247
LLPH	7.29270486423e-05	0.003	0.674307692308	False	6	1	0.14072521772
GLP1R	7.44018250411e-05	0.003	0.674307692308	False	6	2	1.09690995864
DCAF13	8.00172063495e-05	0.003	0.674307692308	False	6	3	1.13693182657
CSRP2	8.00623542926e-05	0.003	0.674307692308	False	6	3	1.95469258646
NUDT2	8.10284125796e-05	0.003	0.674307692308	False	6	2	1.73838043063
ASIP	8.1030054047e-05	0.003	0.674307692308	False	6	1	-0.214871206715
BCR	8.29516214614e-05	0.003	0.674307692308	False	6	2	1.19137826308
SCAF11	8.45228928764e-05	0.003	0.674307692308	False	6	3	1.71365325905
SCGB2A2	8.45228928764e-05	0.003	0.674307692308	False	6	3	1.10915400723
EFS	8.45228928764e-05	0.003	0.674307692308	False	6	3	2.01016620402
GALNT13	8.54968701137e-05	0.003	0.674307692308	False	6	3	1.60654380878
B3GAT3	8.87315729368e-05	0.003	0.674307692308	False	6	2	1.17740102704
METTL20	9.06584001012e-05	0.003	0.674307692308	False	6	3	1.61906421761
NUDT3	9.08547720188e-05	0.003	0.674307692308	False	6	3	2.17643192857
EN2	9.24608162622e-05	0.003	0.674307692308	False	6	3	0.438744164179
ATP6V1G1	9.35270215008e-05	0.003	0.674307692308	False	6	2	0.528559285645
OR7G1	9.72463732718e-05	0.004	0.674307692308	False	6	2	1.87089923324
KIAA2013	9.91002765059e-05	0.004	0.674307692308	False	6	3	1.11002417779
ZNF121	0.000100670222005	0.004	0.674307692308	False	6	3	0.601099198723
HCN4	0.000104478585316	0.004	0.674307692308	False	6	3	1.80011133892
MRPL54	0.000105339070261	0.004	0.674307692308	False	6	1	-0.267277195894
SMPD1	0.000108575327035	0.004	0.674307692308	False	6	3	1.01956869643
GALNT1	0.000111732733574	0.004	0.674307692308	False	6	2	0.894335352123
TMEM17	0.000113442075666	0.004	0.674307692308	False	6	1	0.033151464032
FAM216A	0.000113711407639	0.004	0.674307692308	False	6	2	1.57823850007
MPZL3	0.000113711407639	0.004	0.674307692308	False	6	2	0.782927841021
ACAT1	0.00011448867095	0.004	0.674307692308	False	6	3	0.501820599946
SNTA1	0.000117896755595	0.004	0.674307692308	False	6	2	0.350282394015
KRTAP25-1	0.000117896755595	0.004	0.674307692308	False	6	2	1.2634822463
SPERT	0.000121714078664	0.004	0.674307692308	False	6	3	1.08911415638
hsa-mir-3912	0.000123414778115	0.004	0.674307692308	False	4	2	2.43230276807
ABCB11	0.000123414778115	0.004	0.674307692308	False	6	2	1.6793474731
SLC27A4	0.000124117842913	0.004	0.674307692308	False	6	3	2.00925947114
FOXF1	0.000130258466133	0.004	0.674307692308	False	6	2	1.07567772234
HS6ST1	0.000130258466133	0.004	0.674307692308	False	6	2	1.40315084479
NPY	0.00013775109188	0.004	0.674307692308	False	6	1	-0.128604017897
CCDC86	0.000139096651964	0.004	0.674307692308	False	6	2	1.22235955069
SDCBP2	0.000141110781726	0.004	0.674307692308	False	6	2	0.612464714948
OR8K1	0.000149905599987	0.004	0.674307692308	False	6	1	0.973392895435
GAST	0.000149905599987	0.004	0.674307692308	False	6	1	-0.269806158025
TBATA	0.000156627523953	0.004	0.674307692308	False	6	2	1.04146034036
MED13	0.000158836475932	0.004	0.674307692308	False	6	3	0.206749998146
SLC22A1	0.000158968634024	0.004	0.674307692308	False	6	2	0.648728332035
ETV5	0.000159173029546	0.004	0.674307692308	False	6	2	-0.0694013052623
GPR35	0.000160194961982	0.004	0.674307692308	False	6	3	0.872062401565
PAX4	0.000162102596268	0.004	0.674307692308	False	6	3	1.92121069809
ZDHHC13	0.000163370620984	0.004	0.674307692308	False	6	3	1.68414482777
ZKSCAN5	0.000164353317029	0.004	0.674307692308	False	6	3	1.17775970456
CDK13	0.000164353317029	0.004	0.674307692308	False	6	3	1.8063839561
PCDH7	0.000166827980006	0.004	0.674307692308	False	6	2	1.48776798261
ZNF154	0.000166827980006	0.004	0.674307692308	False	6	2	0.423601781364
TGFBR1	0.000166827980006	0.004	0.674307692308	False	6	2	1.5263816615
CSGALNACT2	0.000166827980006	0.004	0.674307692308	False	6	2	-0.256724426166
PASD1	0.000168397626603	0.004	0.674307692308	False	6	3	0.987726962943
ZYG11B	0.000168954210303	0.004	0.674307692308	False	6	3	1.46789399051
GRID1	0.000170163113499	0.004	0.674307692308	False	6	1	-0.124533306284
CXorf57	0.000173807039842	0.004	0.674307692308	False	6	2	1.33451968288
TXNL1	0.000175413133634	0.004	0.674307692308	False	6	2	0.48010966083
BEAN1	0.000175413133634	0.004	0.674307692308	False	6	2	1.3096785094
MED13L	0.000175767289844	0.004	0.674307692308	False	6	3	1.1866103634
MMP14	0.000175881729948	0.004	0.674307692308	False	6	3	-0.273317455242
hsa-mir-501	0.000176595630345	0.004	0.674307692308	False	4	2	2.28609756471
FN1	0.000178258174201	0.004	0.674307692308	False	6	2	1.73646030028
GREB1L	0.000178913225259	0.005	0.697929936306	False	6	3	1.28933107315
POLR2F	0.000180772049177	0.005	0.697929936306	False	6	3	0.35715955898
hsa-mir-1208	0.000182786736578	0.005	0.697929936306	False	4	2	1.56106175971
MAP4	0.000186369124308	0.005	0.697929936306	False	6	1	1.14799571248
CEP120	0.000186902066024	0.005	0.697929936306	False	6	3	1.73930764808
ZFYVE9	0.000186902066024	0.005	0.697929936306	False	6	3	0.591100463277
CHRNE	0.000186902066024	0.005	0.697929936306	False	6	3	1.99004138484
INHA	0.000190647641954	0.005	0.697929936306	False	6	2	0.446711820011
ZFYVE27	0.000190647641954	0.005	0.697929936306	False	6	2	-0.17128804223
PTPLAD2	0.000190647641954	0.005	0.697929936306	False	6	2	0.106962012881
NME8	0.000190647641954	0.005	0.697929936306	False	6	2	1.29139708364
DNAJC3	0.000190647641954	0.005	0.697929936306	False	6	2	1.59540031752
GHSR	0.000190647641954	0.005	0.697929936306	False	6	2	0.430402666616
MFSD2B	0.000190647641954	0.005	0.697929936306	False	6	2	0.863478513471
GTF3C3	0.000191508649324	0.005	0.697929936306	False	6	3	1.34066446398
PRSS2	0.000194462674861	0.005	0.697929936306	False	6	2	1.38526676733
ADRA1A	0.000199159924022	0.005	0.697929936306	False	6	3	1.62118875874
MMACHC	0.000199159924022	0.005	0.697929936306	False	6	3	1.49593835522
PIGW	0.000199159924022	0.005	0.697929936306	False	6	3	1.49229580243
GLMN	0.00020463955159	0.005	0.697929936306	False	6	3	0.501157267903
SRPK1	0.00020463955159	0.005	0.697929936306	False	6	3	2.16189136798
SYT6	0.000207139952149	0.005	0.697929936306	False	6	3	0.723284445217
ANK1	0.000207139952149	0.005	0.697929936306	False	6	3	0.978502420528
LIN37	0.000207139952149	0.005	0.697929936306	False	6	3	1.1437637702
TRAK2	0.000207215711231	0.005	0.697929936306	False	6	2	0.103011303746
RPP25	0.000207215711231	0.005	0.697929936306	False	6	2	0.28782688016
SPINK1	0.000207215711231	0.005	0.697929936306	False	6	2	0.660721484352
LDOC1L	0.000212970613914	0.006	0.742042889391	False	6	2	1.23163744252
OLFML3	0.000213024344365	0.006	0.742042889391	False	6	3	1.45681885467
EIF3G	0.000213849121852	0.006	0.742042889391	False	6	3	1.16925170098
C1orf65	0.000215199377116	0.006	0.742042889391	False	6	3	1.9082512233
PCDHGA1	0.000218781145927	0.006	0.742042889391	False	6	1	0.642322353694
C7orf65	0.000220524112931	0.006	0.742042889391	False	6	3	2.23780687891
STON2	0.000222169697868	0.006	0.742042889391	False	6	3	0.644735882939
CASP1	0.000223330939003	0.006	0.742042889391	False	6	3	1.38495818376
CCS	0.000225981057421	0.006	0.742042889391	False	6	3	0.761432367982
C8orf44-SGK3	0.000226176875852	0.006	0.742042889391	False	6	2	1.32390691052
QRSL1	0.000227381855842	0.006	0.742042889391	False	6	3	1.1680774464
FBXO15	0.000228788431127	0.006	0.742042889391	False	6	3	0.950528630317
ABI3BP	0.000228879376574	0.006	0.742042889391	False	6	3	1.64705007358
ACAP1	0.000232445076886	0.006	0.742042889391	False	6	3	1.41292471182
CEP85	0.000232720885122	0.006	0.742042889391	False	6	3	0.940346864688
EXT1	0.000233300122186	0.006	0.742042889391	False	6	2	1.17471763054
IFI16	0.000234987156736	0.007	0.742042889391	False	6	1	0.107901360039
THAP4	0.00023669814402	0.007	0.742042889391	False	6	3	1.59085075896
GPR22	0.000239359047697	0.007	0.742042889391	False	6	3	2.05717214777
OR52N1	0.000240673430597	0.007	0.742042889391	False	6	3	0.497016417603
GCAT	0.000241002776443	0.007	0.742042889391	False	6	3	1.08903506329
UBE2G1	0.000243075388934	0.007	0.742042889391	False	6	2	0.50548169641
DCAF8L2	0.000243090162141	0.007	0.742042889391	False	6	1	-1.06407024289
ATP6V0A4	0.000244075347816	0.007	0.742042889391	False	6	3	1.52236752164
PRSS45	0.000244075347816	0.007	0.742042889391	False	6	3	1.06442128163
PGC	0.000251193167546	0.007	0.742042889391	False	6	1	1.30351399282
POU3F2	0.000252105774184	0.007	0.742042889391	False	6	2	0.690897890629
hsa-mir-3671	0.000252105774184	0.007	0.742042889391	False	3	2	3.40942528241
PKM	0.000252105774184	0.007	0.742042889391	False	6	2	0.524817786845
XKR7	0.000252105774184	0.007	0.742042889391	False	6	2	1.36127482875
MRPL1	0.000252768648572	0.007	0.742042889391	False	6	3	0.757773785842
BARD1	0.000254814953875	0.007	0.742042889391	False	6	3	1.07242190626
MFSD4	0.000254814953875	0.007	0.742042889391	False	6	3	1.41068520563
FAM118A	0.000258299247292	0.007	0.742042889391	False	6	3	0.798408425244
HNRNPH1	0.000259731496079	0.007	0.742042889391	False	6	3	0.996985026469
CD52	0.000262372217227	0.007	0.742042889391	False	6	2	1.24949314311
CYYR1	0.000262766120163	0.007	0.742042889391	False	6	2	0.789397894054
WIZ	0.000263610001097	0.007	0.742042889391	False	6	3	1.38523976492
FAF1	0.000264009965627	0.008	0.742042889391	False	6	3	0.684382987577
B4GALNT3	0.000265162116787	0.008	0.742042889391	False	6	3	0.657702559008
HIST1H2AA	0.000265531713707	0.008	0.742042889391	False	6	2	-0.229364846368
CLEC19A	0.000268577308763	0.008	0.742042889391	False	6	2	0.56794411265
C9orf153	0.000272809585446	0.008	0.742042889391	False	6	3	1.82266379674
TNKS	0.000272843548232	0.008	0.742042889391	False	6	2	0.79269936789
CENPP	0.000280706900956	0.008	0.742042889391	False	6	3	1.43312529589
SCAF4	0.000282744029088	0.008	0.742042889391	False	6	3	1.58424899228
AK5	0.000283605189165	0.008	0.742042889391	False	6	1	1.06420653644
hsa-mir-548ah	0.000291708194569	0.008	0.742042889391	False	2	1	4.73040416263
CNGB3	0.000291765186318	0.008	0.742042889391	False	6	2	0.843352739167
ADAP1	0.000291765186318	0.008	0.742042889391	False	6	2	0.402351864679
DEFB128	0.000291765186318	0.008	0.742042889391	False	6	2	0.0485520921868
SRSF2	0.000291765186318	0.008	0.742042889391	False	6	2	0.968798410733
NKX2-4	0.000291765186318	0.008	0.742042889391	False	6	2	0.283797010428
HPCAL1	0.000299811199974	0.008	0.742042889391	False	6	1	-0.242276423049
HDLBP	0.000304637705102	0.008	0.742042889391	False	6	2	0.897357300686
FAM160B1	0.000304637705102	0.008	0.742042889391	False	6	2	0.969560799416
ZKSCAN2	0.000307914205379	0.008	0.742042889391	False	6	1	0.311979375841
SPEN	0.000308468249875	0.008	0.742042889391	False	6	2	0.757553010823
PRR19	0.000308468249875	0.008	0.742042889391	False	6	2	1.21588488907
TGFB3	0.000311464108469	0.008	0.742042889391	False	6	2	1.11489505159
FAM20A	0.000316017210783	0.008	0.742042889391	False	6	1	0.0842945009168
SP7	0.000319958521778	0.008	0.742042889391	False	6	2	0.400683722646
PRR14	0.00032409395271	0.008	0.742042889391	False	6	2	-0.315267497162
SLC19A3	0.000328126726269	0.008	0.742042889391	False	6	2	1.57248229397
TTBK2	0.000330184863772	0.008	0.742042889391	False	6	2	0.904905928398
ZNF396	0.000332223221593	0.008	0.742042889391	False	6	1	-0.188656619776
MED20	0.000340326226998	0.008	0.742042889391	False	6	1	0.947517757133
ZNF45	0.000344771993758	0.009	0.742042889391	False	6	2	0.936577022653
ANKRD53	0.000344771993758	0.009	0.742042889391	False	6	2	1.55070233161
OR9Q2	0.000348429232402	0.009	0.742042889391	False	6	1	0.201242162638
SMCR8	0.000357985987008	0.009	0.742042889391	False	6	2	1.45165572252
CALML6	0.000359213542	0.009	0.742042889391	False	6	2	0.824357147853
CD97	0.000360583740509	0.009	0.742042889391	False	6	1	0.272575071442
MRM1	0.000362445870389	0.009	0.742042889391	False	6	2	-0.207671420377
LETMD1	0.000363217606294	0.009	0.742042889391	False	6	2	0.627027161108
RAD51	0.000366622994592	0.009	0.742042889391	False	6	2	0.521388455231
C14orf2	0.000368487176306	0.009	0.742042889391	False	6	2	0.469417931964
PLEK	0.000373638051809	0.009	0.742042889391	False	6	2	0.230009147233
IDH3A	0.000376777194093	0.009	0.742042889391	False	6	2	-0.614339584039
SYTL1	0.000378194092351	0.009	0.742042889391	False	6	2	1.00193323883
OR5M1	0.000380841254021	0.009	0.742042889391	False	6	1	-0.729647260396
ATP5O	0.00038722953332	0.009	0.742042889391	False	6	2	1.22705297343
DKK4	0.000388906440017	0.009	0.742042889391	False	6	2	1.2138673336
TMEM257	0.000388944259426	0.009	0.742042889391	False	6	1	-0.383842844698
LRRTM3	0.000390265049766	0.009	0.742042889391	False	6	2	0.0336766151148
KBTBD7	0.000404641825704	0.009	0.742042889391	False	6	2	0.59348305182
PMEPA1	0.000404641825704	0.009	0.742042889391	False	6	2	0.562428057091
CACNA2D2	0.000404641825704	0.009	0.742042889391	False	6	2	1.58740032207
WFDC11	0.000404641825704	0.009	0.742042889391	False	6	2	1.33800516887
RGS19	0.000404641825704	0.009	0.742042889391	False	6	3	0.8076215759
MBTPS2	0.000404641825704	0.009	0.742042889391	False	6	2	0.03036300012
MVP	0.000404641825704	0.009	0.742042889391	False	6	2	0.599109053142
ICT1	0.000404641825704	0.009	0.742042889391	False	6	2	0.629177018441
SETDB1	0.00040510923355	0.009	0.742042889391	False	6	2	1.56149784732
C11orf86	0.000409201772938	0.009	0.742042889391	False	6	1	-0.511914053115
LCE1B	0.000409201772938	0.009	0.742042889391	False	6	1	-1.00792711661
DHCR7	0.000421356281045	0.009	0.742042889391	False	6	1	-0.588615438844
LYPD4	0.000430468936641	0.009	0.742042889391	False	6	2	-0.00152237504654
GBP3	0.000430468936641	0.009	0.742042889391	False	6	2	-0.0240312230198
KDM2B	0.000437728408356	0.009	0.742042889391	False	6	2	0.742948793469
EZH2	0.000441806601319	0.009	0.742042889391	False	6	2	0.328210487327
TMEM160	0.000443682092743	0.009	0.742042889391	False	6	2	0.296838763954
SHCBP1L	0.000448130863389	0.009	0.742042889391	False	6	2	1.06343206236
LLGL1	0.000455191323595	0.01	0.742042889391	False	6	2	0.600577669677
C3orf22	0.000457788207118	0.01	0.742042889391	False	6	2	0.749137490352
FAM129C	0.000458481956906	0.01	0.742042889391	False	6	2	-0.101622366945
TG	0.000461871308068	0.01	0.742042889391	False	6	1	0.34701564522
hsa-mir-320b-1	0.000463352912971	0.01	0.742042889391	False	4	2	2.9648642025
MYO3B	0.000463352912971	0.01	0.742042889391	False	6	2	0.234850788668
KCNE1	0.000469974313473	0.011	0.742042889391	False	6	1	-0.00940484878291
FBXL8	0.000486180324282	0.011	0.742042889391	False	6	1	-0.726818860324
BHLHE40	0.000488732494594	0.011	0.742042889391	False	6	3	-0.672548894193
DCAF7	0.000490771499545	0.011	0.742042889391	False	6	3	1.08862285733
SKA3	0.000494379519677	0.012	0.742042889391	False	6	2	-0.0522109842512
MSRA	0.000494379519677	0.012	0.742042889391	False	6	2	0.59779410624
FAM69C	0.000494379519677	0.012	0.742042889391	False	6	2	0.633879950801
P2RY13	0.000494379519677	0.012	0.742042889391	False	6	2	-0.215791458261
MAB21L1	0.000494379519677	0.012	0.742042889391	False	6	2	1.12098185563
PRR15L	0.000494379519677	0.012	0.742042889391	False	6	2	0.773717169339
ARL6IP6	0.000494379519677	0.012	0.742042889391	False	6	2	1.49799969412
UROS	0.000494379519677	0.012	0.742042889391	False	6	2	-0.278251344799
GRM1	0.000494379519677	0.012	0.742042889391	False	6	2	1.38325824022
DIO2	0.000494379519677	0.012	0.742042889391	False	6	2	0.395707279599
SUV39H1	0.000494379519677	0.012	0.742042889391	False	6	2	-0.695754589194
EIF4A2	0.000494379519677	0.012	0.742042889391	False	6	2	1.48460780815
UNC5CL	0.000494379519677	0.012	0.742042889391	False	6	2	-0.395855499399
NHP2L1	0.000494379519677	0.012	0.742042889391	False	6	2	0.695682994617
TSPAN18	0.000502386335092	0.012	0.742042889391	False	6	1	-0.942169020244
AIRE	0.000502386335092	0.012	0.742042889391	False	6	1	0.769298170724
HLA-DRB1	0.000516420109998	0.012	0.742042889391	False	6	2	1.53030927396
TRIM42	0.000516420109998	0.012	0.742042889391	False	6	2	0.00508642755113
ATP2B3	0.000518447634134	0.012	0.742042889391	False	6	2	0.766020955386
COMMD4	0.000518447634134	0.012	0.742042889391	False	6	2	0.628072063902
FCRL3	0.000518592345901	0.012	0.742042889391	False	6	1	0.169400670136
XAGE3	0.000520859423819	0.012	0.742042889391	False	6	3	0.301041012243
CPT1B	0.000526695351306	0.012	0.742042889391	False	6	1	-1.40574289449
PPCS	0.000532831221575	0.012	0.742042889391	False	6	3	0.537384014758
AEBP2	0.00053293857413	0.012	0.742042889391	False	6	2	-1.12674878958
RFC2	0.00053293857413	0.012	0.742042889391	False	6	2	-0.116337136474
OR13J1	0.00053293857413	0.012	0.742042889391	False	6	2	0.573235252209
ENTPD2	0.000533150824419	0.012	0.742042889391	False	6	3	0.468461464381
RNF151	0.00053472685439	0.012	0.742042889391	False	6	2	0.471748595419
ZNF140	0.000535391623517	0.012	0.742042889391	False	6	3	1.75869358865
RNF167	0.000536686372531	0.012	0.742042889391	False	6	2	1.6794725107
KCNH5	0.000539408650822	0.012	0.742042889391	False	6	3	0.782520813539
CAPN15	0.000542901362115	0.012	0.742042889391	False	6	1	-0.721174596024
DPH1	0.000543087767155	0.012	0.742042889391	False	6	2	1.62152243538
hsa-mir-6805	0.000543087767155	0.012	0.742042889391	False	4	2	1.97085168832
ZNF43	0.000548767572703	0.012	0.742042889391	False	6	2	-0.187885844801
C1orf233	0.000559107372925	0.012	0.742042889391	False	6	1	-0.0528784492987
CNPPD1	0.000562327488796	0.012	0.742042889391	False	6	2	0.698721391899
MPP7	0.000562327488796	0.012	0.742042889391	False	6	2	0.833648684203
PAWR	0.000565791510311	0.012	0.742042889391	False	6	2	0.403284833546
IL20	0.000583416389139	0.012	0.742042889391	False	6	1	0.0552116466863
RDM1	0.000590337488761	0.012	0.742042889391	False	6	2	0.0488914217661
BAG4	0.000590337488761	0.012	0.742042889391	False	6	2	1.26334418578
XKRX	0.000590337488761	0.012	0.742042889391	False	6	2	-0.0650362600389
CNNM2	0.000590337488761	0.012	0.742042889391	False	6	2	1.57945796036
PARVB	0.000590337488761	0.012	0.742042889391	False	6	2	0.763332751597
PRPF3	0.000599622399948	0.012	0.742042889391	False	6	1	-0.444737159573
NADK2	0.000611776908055	0.012	0.742042889391	False	6	1	0.259763849704
hsa-mir-6836	0.000611776908055	0.012	0.742042889391	False	4	1	0.370630965106
OPALIN	0.000611992170092	0.012	0.742042889391	False	6	2	0.443871493275
AP3D1	0.000611992170092	0.012	0.742042889391	False	6	2	1.4960063343
LILRA1	0.000618826649479	0.012	0.742042889391	False	6	2	-0.0705910178886
LOC100129636	0.000624686047977	0.012	0.742042889391	False	6	2	0.621425384944
CKAP4	0.000624686047977	0.012	0.742042889391	False	6	2	-0.102036310303
LOC100130301	0.000624686047977	0.012	0.742042889391	False	6	2	-0.312384173145
CEACAM4	0.000624686047977	0.012	0.742042889391	False	6	2	1.412461254
ZNF649	0.000632034421567	0.012	0.742042889391	False	6	1	-0.101774252356
hsa-mir-648	0.000633017135279	0.012	0.742042889391	False	4	2	2.32659894491
OR9I1	0.000634445031368	0.012	0.742042889391	False	6	2	0.565281582571
DNTTIP2	0.000635874536096	0.012	0.742042889391	False	6	2	0.750280487545
C15orf40	0.000645514299709	0.012	0.742042889391	False	6	2	-0.757117869037
hsa-mir-7843	0.000648240432376	0.013	0.742042889391	False	4	1	1.40526071895
IL1RL1	0.000648399736789	0.013	0.742042889391	False	6	2	-0.833205417086
APTX	0.000648399736789	0.013	0.742042889391	False	6	2	0.617646463641
KIF5A	0.000652739957195	0.013	0.742042889391	False	6	2	1.01650620748
NPHP1	0.000656471669216	0.013	0.742042889391	False	6	2	-0.282638764112
FYB	0.000660394940483	0.013	0.742042889391	False	6	1	-0.497069972381
CXCL14	0.000660394940483	0.013	0.742042889391	False	6	1	-1.12399870047
TMEM237	0.000662923440474	0.013	0.742042889391	False	6	2	0.811203371015
PAK1IP1	0.00066961642537	0.013	0.742042889391	False	6	2	1.12513039598
DESI1	0.00066961642537	0.013	0.742042889391	False	6	2	1.05046258916
HIBCH	0.00067254944859	0.013	0.742042889391	False	6	1	-0.14350135381
SERINC5	0.000675500363806	0.013	0.742042889391	False	6	2	0.324002351072
BCDIN3D	0.000675500363806	0.013	0.742042889391	False	6	2	-0.85199761671
hsa-mir-4733	0.000680652453995	0.013	0.742042889391	False	4	1	-1.07572260795
AES	0.000687345455305	0.013	0.742042889391	False	6	2	-0.365703415037
IL17REL	0.000687345455305	0.013	0.742042889391	False	6	2	0.710507468894
SLC39A9	0.000687345455305	0.013	0.742042889391	False	6	2	-0.0325615232329
FAM46B	0.000687345455305	0.013	0.742042889391	False	6	2	0.726034836314
ZNF501	0.000687345455305	0.013	0.742042889391	False	6	2	0.276857768393
MSX2	0.000687345455305	0.013	0.742042889391	False	6	2	0.458166625704
ANLN	0.000687345455305	0.013	0.742042889391	False	6	2	0.206030705785
C11orf87	0.000696858464805	0.013	0.742042889391	False	6	1	-0.234535493353
CSTA	0.000709012972912	0.013	0.742042889391	False	6	1	0.0421448074174
ACTL7A	0.000709012972912	0.013	0.742042889391	False	6	1	-2.47000209775
OR4E2	0.000729270486423	0.014	0.742042889391	False	6	1	-1.30954118409
CDCA3	0.000735755349665	0.015	0.742042889391	False	6	2	0.93575863403
MCTS1	0.000735755349665	0.015	0.742042889391	False	6	2	0.269563414058
GLRX2	0.000735755349665	0.015	0.742042889391	False	6	2	0.0365194804512
