gene	aRRA	p_value	p_value (adj.)	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
SH2B3	0.000334937219694	0.005	0.622585227273	False	6	1	0.461789205959
HCFC2	0.000343106420175	0.005	0.622585227273	False	6	1	-1.65167647787
SLC4A4	0.000349816591746	0.005	0.622585227273	False	6	2	-1.59866133414
PIH1D2	0.000349816591746	0.005	0.622585227273	False	6	2	-1.22314847479
PIAS3	0.000349816591746	0.005	0.622585227273	False	6	2	-0.656153856598
NRXN3	0.000349816591746	0.005	0.622585227273	False	6	2	-1.3123077132
FAM216A	0.000349816591746	0.005	0.622585227273	False	6	2	1.03009922565
RSU1	0.000349816591746	0.005	0.622585227273	False	6	2	-2.3710898927
ZNF253	0.000351275620655	0.005	0.622585227273	False	6	1	0.0
LRRIQ3	0.000359444821135	0.005	0.622585227273	False	6	1	-1.88154501205
ADRA1A	0.000361059294492	0.005	0.622585227273	False	6	2	-0.657694245067
SLC15A4	0.000365106489295	0.005	0.622585227273	False	6	2	0.460317782781
NOP16	0.000367614021616	0.005	0.622585227273	False	6	1	-0.94078271462
PAK2	0.000371376988492	0.005	0.622585227273	False	6	2	0.0
C11orf35	0.000379608453508	0.005	0.622585227273	False	6	2	0.0
hsa-mir-508	0.000379608453508	0.005	0.622585227273	False	4	2	0.967704937249
PANX2	0.000383952422576	0.005	0.622585227273	False	6	1	-1.09712395338
RNF130	0.000390508818096	0.005	0.622585227273	False	6	2	-1.32980160289
KIAA1107	0.000390508818096	0.005	0.622585227273	False	6	2	0.623858793844
GTF2B	0.000392121623057	0.005	0.622585227273	False	6	1	0.330947409737
ZNF317	0.000400290823537	0.005	0.622585227273	False	6	1	-2.054490145
DHRS7B	0.000408460024017	0.005	0.622585227273	False	6	1	0.0
TMA16	0.000416629224498	0.005	0.622585227273	False	6	1	0.0
PRRG1	0.000416765365604	0.006	0.722472527473	False	6	2	0.923212529186
CNOT8	0.000416765365604	0.006	0.722472527473	False	6	2	-0.657694245067
JMY	0.000424798424978	0.006	0.722472527473	False	6	1	-1.65167647787
RIN1	0.000431740303374	0.006	0.722472527473	False	6	2	-0.656153856598
hsa-mir-4303	0.000431740303374	0.006	0.722472527473	False	4	2	2.58769428847
LEFTY2	0.000431740303374	0.006	0.722472527473	False	6	2	-0.657694245067
MPDZ	0.000432967625458	0.007	0.723466299862	False	6	1	-2.25885405716
SRSF10	0.00043463074924	0.007	0.723466299862	False	6	2	0.0
ADRA2C	0.000441136825939	0.007	0.723466299862	False	6	1	-0.195836073813
PPP3CA	0.000449306026419	0.007	0.723466299862	False	6	1	-1.65489615428
LUZP2	0.0004574752269	0.007	0.723466299862	False	6	1	-0.656153856598
hsa-mir-4472-1	0.00046564442738	0.007	0.723466299862	False	4	1	0.460317782781
KLHDC10	0.00047381362786	0.007	0.723466299862	False	6	1	-0.766821062914
KRT74	0.000481982828341	0.008	0.723466299862	False	6	1	-0.994946973609
CNIH1	0.000490152028821	0.008	0.723466299862	False	6	1	0.0
FTL	0.000498321229301	0.008	0.723466299862	False	6	1	0.0
PHIP	0.000506490429782	0.008	0.723466299862	False	6	1	-0.148301464262
MAP2K4	0.000514659630262	0.008	0.723466299862	False	6	1	-1.3310908513
SBSPON	0.000526913430983	0.008	0.723466299862	False	6	1	-0.988317324178
KDM6A	0.000526913430983	0.008	0.723466299862	False	6	1	-1.98043767383
FAM183A	0.000539167231703	0.008	0.723466299862	False	6	1	0.0
TAAR5	0.000547336432183	0.008	0.723466299862	False	6	1	-0.443982936839
BANF2	0.000563674833144	0.008	0.723466299862	False	6	1	-0.941519929814
RAB44	0.000571844033624	0.008	0.723466299862	False	6	1	-1.6501360894
SLIT2	0.000580013234105	0.008	0.723466299862	False	4	1	-1.04447119889
PCGF1	0.000588182434585	0.008	0.723466299862	False	6	1	-0.0396822172174
PECAM1	0.000596351635065	0.008	0.723466299862	False	6	1	1.13682595429
STAG1	0.000604520835546	0.008	0.723466299862	False	6	1	-2.31181762292
ABHD14B	0.000612690036026	0.008	0.723466299862	False	6	1	0.0
RPL26	0.000620859236507	0.008	0.723466299862	False	6	1	-2.19434070856
NUP43	0.000629028436987	0.008	0.723466299862	False	6	1	-2.62285253173
MTF2	0.000645366837948	0.008	0.723466299862	False	5	1	-1.99182085175
OR1L6	0.000647552837008	0.008	0.723466299862	False	6	2	0.0
hsa-mir-520c	0.000653536038428	0.008	0.723466299862	False	4	1	0.0
ARHGEF26	0.000654849149431	0.008	0.723466299862	False	6	2	-1.39845093061
ZNF296	0.000656313316999	0.008	0.723466299862	False	6	2	-0.200646264664
ASPHD1	0.000659666125424	0.008	0.723466299862	False	6	2	-1.31384810167
SUPT16H	0.000662186337554	0.008	0.723466299862	False	6	2	-2.4906718299
YTHDF1	0.000665789839148	0.008	0.723466299862	False	6	1	-2.39491219063
PTPRJ	0.000665789839148	0.008	0.723466299862	False	6	1	-2.05706816674
AP1M2	0.000671679927393	0.008	0.723466299862	False	6	2	0.550333309893
SNRPB	0.000671679927393	0.008	0.723466299862	False	6	2	0.0
ZCCHC12	0.000671679927393	0.008	0.723466299862	False	6	2	0.0
RNPC3	0.000678043639869	0.008	0.723466299862	False	6	1	-3.06865451049
RNMTL1	0.000678259263357	0.008	0.723466299862	False	6	2	0.72786532042
PRSS23	0.000679323449689	0.008	0.723466299862	False	6	2	0.830231089629
RAB15	0.000682947923021	0.008	0.723466299862	False	6	2	1.82612259989
GCLC	0.000684656894322	0.008	0.723466299862	False	6	2	-1.43703021607
FOXJ3	0.000686212840349	0.008	0.723466299862	False	6	1	-0.83044651513
SPZ1	0.000691943847044	0.009	0.723466299862	False	6	2	0.966412458245
CD9	0.000691943847044	0.009	0.723466299862	False	6	2	-1.22314847479
SMIM1	0.00069438204083	0.009	0.723466299862	False	6	1	-1.22314847479
LDHAL6B	0.00070255124131	0.009	0.723466299862	False	6	1	-1.53891774401
NKD1	0.00071072044179	0.009	0.723466299862	False	6	1	-1.31384810167
STS	0.000713163240349	0.01	0.723466299862	False	6	2	-0.656153856598
LHX5	0.000713163240349	0.01	0.723466299862	False	6	2	-0.657694245067
KDM2B	0.000713163240349	0.01	0.723466299862	False	6	2	0.302623537716
ITLN2	0.000713163240349	0.01	0.723466299862	False	6	2	0.0
POT1	0.000713163240349	0.01	0.723466299862	False	6	2	0.0
C16orf95	0.000713163240349	0.01	0.723466299862	False	6	2	0.670413496039
SMOC2	0.000713163240349	0.01	0.723466299862	False	6	2	-0.995910425877
PGF	0.000713163240349	0.01	0.723466299862	False	6	2	-0.993982232805
ATP2B2	0.000713163240349	0.01	0.723466299862	False	6	2	-2.87874692127
TOE1	0.000713163240349	0.01	0.723466299862	False	6	2	1.82547922154
SH3BP4	0.000713163240349	0.01	0.723466299862	False	6	2	-0.994946973609
SLC12A4	0.000718889642271	0.01	0.723466299862	False	6	1	-0.367981390116
ARMCX5	0.000727058842751	0.01	0.723466299862	False	6	1	-3.51779587898
PLK4	0.000735228043231	0.01	0.723466299862	False	6	1	-1.39679589993
ARHGAP9	0.000739582623298	0.01	0.723466299862	False	6	2	0.0
FAM71B	0.000743397243712	0.01	0.723466299862	False	6	1	-0.656153856598
SPATA19	0.000744701211905	0.01	0.723466299862	False	6	2	0.0
SRPK1	0.000744701211905	0.01	0.723466299862	False	6	2	0.0
TRIM38	0.000744701211905	0.01	0.723466299862	False	6	2	0.0
LRRC29	0.000751566444192	0.01	0.723466299862	False	6	1	-3.07420229756
OR2L2	0.000759735644672	0.01	0.723466299862	False	6	1	0.0
CDK2AP2	0.000775555908599	0.01	0.723466299862	False	6	2	-0.993982232805
GATS	0.000775555908599	0.01	0.723466299862	False	6	2	-1.32721592807
TBC1D1	0.000775555908599	0.01	0.723466299862	False	6	2	1.34721098247
UNC45A	0.000775555908599	0.01	0.723466299862	False	6	2	-0.832092009429
ZNF660	0.000775555908599	0.01	0.723466299862	False	6	2	-1.19479949867
TMA7	0.000775555908599	0.01	0.723466299862	False	6	2	-0.657694245067
PRPSAP1	0.000775555908599	0.01	0.723466299862	False	6	2	-0.657694245067
RNF224	0.000776074045633	0.01	0.723466299862	False	6	1	-0.03882425183
ADAM28	0.000784243246114	0.01	0.723466299862	False	6	1	-3.23960211785
NCKAP1L	0.000792412446594	0.01	0.723466299862	False	6	1	-0.995910425877
ARX	0.000806804830563	0.01	0.723466299862	False	6	2	-0.330446515127
FRRS1L	0.000807268978305	0.01	0.723466299862	False	6	2	-0.780187368956
ADCK5	0.000808750847555	0.01	0.723466299862	False	6	1	-0.559989335308
HIST1H3J	0.000813082086762	0.01	0.723466299862	False	6	2	-2.21905890066
C4B_2	0.000816813420852	0.01	0.723466299862	False	6	2	-2.44699924177
CHST2	0.000816920048035	0.01	0.723466299862	False	6	1	-2.05706816674
GPAA1	0.000825089248515	0.01	0.723466299862	False	6	1	0.0
OR5K4	0.000826648814962	0.01	0.723466299862	False	6	2	0.0
KIAA0907	0.000826648814962	0.01	0.723466299862	False	6	2	-1.25179161176
DOCK6	0.000829234478263	0.01	0.723466299862	False	6	2	-0.442992103739
WFDC12	0.000829940359889	0.01	0.723466299862	False	6	2	0.246623218932
CSGALNACT2	0.000833258448996	0.01	0.723466299862	False	6	1	-1.08326230632
TAGLN3	0.000833474272691	0.01	0.723466299862	False	6	2	0.0
STYXL1	0.000849596849956	0.01	0.723466299862	False	6	1	-1.22525330347
PMCH	0.000857766050437	0.01	0.723466299862	False	6	1	-2.21905890066
FAM46C	0.000874104451397	0.01	0.723466299862	False	6	1	-1.75545682304
FAM78A	0.000882273651878	0.01	0.723466299862	False	6	1	0.0
NUP107	0.000890442852358	0.01	0.723466299862	False	6	1	-0.994946973609
NonTargetingControlGuideForHuman_0571	0.000898612052838	0.01	0.723466299862	False	1	1	7.38393090247
PYROXD1	0.000906781253319	0.01	0.723466299862	False	6	1	-1.31538849013
ZSCAN22	0.000923119654279	0.01	0.723466299862	False	6	1	-3.29334850807
RAB11FIP2	0.00093128885476	0.01	0.723466299862	False	6	1	-1.6501360894
ZC2HC1A	0.00093945805524	0.01	0.723466299862	False	6	1	-2.14944852522
SCARB1	0.00094762725572	0.01	0.723466299862	False	6	1	-1.65167647787
OPTC	0.000955796456201	0.01	0.723466299862	False	6	1	-1.88084271985
SCP2D1	0.000963965656681	0.01	0.723466299862	False	6	1	-1.43813314783
DIS3L2	0.000972134857162	0.01	0.723466299862	False	6	1	-0.856800121262
OGFOD2	0.000980304057642	0.01	0.723466299862	False	6	1	-0.657694245067
PLGRKT	0.000988473258122	0.011	0.723466299862	False	6	1	-0.530232768621
PIM3	0.000996642458603	0.011	0.723466299862	False	6	1	-2.75170309989
hsa-mir-885	0.00100481165908	0.011	0.723466299862	False	4	1	-1.53710129208
CLU	0.00101298085956	0.011	0.723466299862	False	6	1	-2.98814313476
AP5Z1	0.00102115006004	0.011	0.723466299862	False	6	1	0.462894746402
ABL1	0.00104157306124	0.011	0.723466299862	False	6	1	-2.56782063234
KPNA4	0.00104157306124	0.011	0.723466299862	False	5	1	0.0
COX6B2	0.00104157306124	0.011	0.723466299862	False	6	1	-0.832163467579
PANK1	0.00104157306124	0.011	0.723466299862	False	6	1	-1.31538849013
SVIP	0.00107016526293	0.011	0.723466299862	False	6	1	-0.993982232805
KCNJ8	0.00107833446341	0.011	0.723466299862	False	6	1	-1.31384810167
C1QL3	0.00108650366389	0.011	0.723466299862	False	6	1	-1.88140716007
SGOL1	0.00109467286437	0.011	0.723466299862	False	6	1	-0.989857712645
HEMGN	0.00110284206485	0.011	0.723466299862	False	6	1	-2.19370969066
NXNL1	0.00111101126533	0.012	0.723466299862	False	6	1	-0.657694245067
FAM122C	0.00113143426653	0.014	0.723466299862	False	6	1	-0.993982232805
ECT2L	0.00113143426653	0.014	0.723466299862	False	6	1	-0.657694245067
C5orf47	0.00114777266749	0.014	0.723466299862	False	6	1	0.0
C1orf151-NBL1	0.00114777266749	0.014	0.723466299862	False	6	1	0.0
hsa-mir-6837	0.00116819566869	0.014	0.723466299862	False	4	1	-0.657694245067
HNRNPM	0.00117636486917	0.014	0.723466299862	False	6	1	-0.694799498664
ZCCHC18	0.00118453406965	0.014	0.723466299862	False	6	1	-0.993982232805
ALDH1A1	0.00119270327013	0.014	0.723466299862	False	6	1	0.0
DYRK1A	0.00120087247061	0.014	0.723466299862	False	6	1	0.0
hsa-mir-3198-2	0.00121721087157	0.014	0.723466299862	False	4	1	0.0
SLC26A2	0.00122538007205	0.014	0.723466299862	False	6	1	-1.65206428248
DLX4	0.00124171847301	0.014	0.723466299862	False	6	1	-2.77974095815
FKBP3	0.00124988767349	0.014	0.723466299862	False	6	1	0.0
PDE11A	0.00125805687397	0.014	0.723466299862	False	6	1	-2.9269375607
hsa-mir-4711	0.00126622607445	0.014	0.723466299862	False	4	1	-1.88294754854
hsa-mir-650	0.00127439527493	0.014	0.723466299862	False	4	1	0.0
LLPH	0.00128256447541	0.014	0.723466299862	False	6	1	-1.31538849013
MAP2K1	0.0012907336759	0.014	0.723466299862	False	6	1	-1.98796446561
DRD3	0.00129890287638	0.014	0.723466299862	False	6	1	-0.656153856598
ZCCHC24	0.00129965165246	0.014	0.723466299862	False	6	2	0.0
GALNS	0.00129965165246	0.014	0.723466299862	False	6	2	-1.22314847479
KIF2B	0.00129965165246	0.014	0.723466299862	False	6	2	-1.59884566147
PTPLAD2	0.00129965165246	0.014	0.723466299862	False	6	2	-0.995910425877
SKOR1	0.00129965165246	0.014	0.723466299862	False	6	2	0.460317782785
MSX2	0.00129965165246	0.014	0.723466299862	False	6	2	-0.076144092461
ATP13A3	0.00130707207686	0.014	0.723466299862	False	6	1	0.0
ADCY9	0.00131145855665	0.014	0.723466299862	False	6	2	-2.62215023954
KLF7	0.00131524127734	0.014	0.723466299862	False	6	1	0.966412458245
GATA6	0.00131916167405	0.014	0.723466299862	False	6	2	-0.657694245067
GALR2	0.00132331884951	0.014	0.723466299862	False	6	2	-1.7544483309
LRRC40	0.00132341047782	0.014	0.723466299862	False	6	1	-1.92297491951
TOR3A	0.00132539988979	0.014	0.723466299862	False	6	2	-1.53801008981
RAB30	0.00132688734816	0.014	0.723466299862	False	6	2	-0.657694245067
NUMA1	0.0013315796783	0.014	0.723466299862	False	6	1	-0.329586503956
CLEC1A	0.00133314378278	0.014	0.723466299862	False	6	2	-1.22314847479
IRF3	0.00133702418805	0.014	0.723466299862	False	6	2	0.0
CD52	0.0013382192934	0.014	0.723466299862	False	6	2	1.83298466568
FGD5	0.00133881704629	0.014	0.723466299862	False	6	2	-0.649407004705
ZNF77	0.00133974887878	0.014	0.723466299862	False	6	1	-1.65167647787
NPR1	0.0013418078128	0.014	0.723466299862	False	6	2	-0.320120699523
PCDHGA10	0.00136425648022	0.014	0.723466299862	False	6	1	0.0
MRPS9	0.0013724256807	0.014	0.723466299862	False	4	1	0.0
ASIP	0.00138059488118	0.015	0.723466299862	False	6	1	-1.65206428248
STAC2	0.00139693328214	0.015	0.723466299862	False	6	1	-1.19673308393
LRIT2	0.00140510248262	0.015	0.723466299862	False	6	1	-1.22314847479
GAGE10	0.0014132716831	0.015	0.723466299862	False	6	1	0.0
FTO	0.00142961008406	0.015	0.723466299862	False	6	1	-0.980712506899
RAB39A	0.00143431969878	0.015	0.723466299862	False	6	2	1.07194284858
NLRP14	0.00143431969878	0.015	0.723466299862	False	6	2	0.62192520858
PTPRB	0.00144594848502	0.015	0.723466299862	False	6	1	-2.53289997682
PCNXL3	0.0014541176855	0.015	0.723466299862	False	6	1	-0.657694245067
IFNLR1	0.00146228688598	0.015	0.723466299862	False	6	1	-2.62119876583
EXOSC6	0.00147045608646	0.015	0.723466299862	False	6	1	-1.77288602884
TPCN2	0.00147862528694	0.015	0.723466299862	False	6	1	0.0
C1QTNF4	0.00148679448742	0.015	0.723466299862	False	6	1	0.0
SIRT6	0.0014949636879	0.015	0.723466299862	False	6	1	-1.39679589993
PCBP4	0.00150313288838	0.015	0.723466299862	False	6	1	0.0
hsa-mir-3940	0.0015153866891	0.015	0.723466299862	False	4	1	-2.05405353213
