gene	SigmaFC	p_value	significant	# sgRNAs	# signif. sgRNAs
SNTA1	7.16281709861	0.0036	True	6	2
DNTTIP2	7.15740232312	0.0036	True	6	2
ZNF75A	7.1370236997	0.0038	True	6	2
ACKR4	7.12121872966	0.0038	True	6	2
SLC39A9	7.12058658046	0.0038	True	6	2
TDG	7.10072072526	0.0038	True	6	2
PRKACG	7.09865215587	0.0038	True	6	2
EXT2	7.09625777839	0.0038	True	6	2
KRTAP25-1	7.09301672172	0.0038	True	6	2
ABCB11	7.09117510359	0.0038	True	6	2
hsa-mir-648	7.06004042908	0.0039	True	4	2
KRTAP6-1	7.04777686389	0.0039	True	6	2
KBTBD7	7.04255919731	0.004	True	6	2
SPEN	7.03557412085	0.004	True	6	2
PLS3	7.02107692761	0.004	True	6	2
INHA	7.01772956962	0.004	True	6	2
AGTR2	7.01561009147	0.004	True	6	2
NEGR1	6.99950772878	0.004	True	6	2
PAX4	6.99036821541	0.004	True	6	2
COLGALT2	6.98697976278	0.004	True	6	2
CD52	6.98291386041	0.004	True	6	2
MAB21L1	6.97957510485	0.004	True	6	2
DEFB128	6.97190992637	0.004	True	6	2
TTBK2	6.95736224931	0.004	True	6	2
HOXC11	6.95084573975	0.004	True	6	2
ZNF154	6.89344734794	0.0041	True	6	2
NFKB2	6.87776946938	0.0041	True	6	2
CCS	6.87441761309	0.0041	True	6	2
ARHGAP27	6.85763856754	0.0041	True	6	2
DPH1	6.85742319331	0.0041	True	6	2
ZNF836	6.80024945847	0.0045	True	6	2
HDLBP	6.77755630372	0.0045	True	6	2
C20orf144	6.77368922089	0.0045	True	6	2
LEPROTL1	6.7484686025	0.0047	True	6	2
HLA-DRB1	6.74783306903	0.0047	True	6	2
MPP7	6.73223752426	0.0048	True	6	2
ETV5	6.73163317186	0.0048	True	6	2
SLC22A1	6.7130220418	0.0049	True	6	2
C15orf39	6.71208654008	0.0049	True	6	2
CNGB3	6.70887083297	0.0049	True	6	2
GHSR	6.70332742728	0.0049	True	6	2
MFSD2B	6.69748874809	0.0049	True	6	2
hsa-mir-320b-1	6.69035952624	0.0049	True	4	2
EZH2	6.68689114952	0.0049	True	6	2
SRSF2	6.67083902666	0.0049	True	6	2
TGFBR1	6.65454655793	0.005	True	6	2
TSPAN13	6.64978608882	0.005	True	6	2
SPINK1	6.6345980379	0.005	True	6	2
DTX1	6.60858831032	0.0051	True	6	2
hsa-mir-3912	6.60525257453	0.0051	True	4	2
FAM69C	6.5976609367	0.0052	True	6	2
OR7G1	6.59575712027	0.0052	True	6	2
PRR15L	6.58508019911	0.0052	True	6	2
TBATA	6.58025567718	0.0052	True	6	2
XKR7	6.57288041962	0.0052	True	6	2
SORL1	6.56927273257	0.0052	True	6	2
TTC24	6.56035566431	0.0052	True	6	2
ZFYVE27	6.55183740772	0.0053	True	6	2
CXorf57	6.53594935631	0.0053	True	6	2
TNKS	6.49918189044	0.0055	True	6	2
ECM1	6.49650144049	0.0056	True	6	2
ANAPC11	6.49092978251	0.0056	True	6	2
NME8	6.48965529479	0.0056	True	6	2
ATP5O	6.48925112808	0.0056	True	6	2
TXNL1	6.46601407931	0.0057	True	6	2
DNAJC3	6.46334376694	0.0058	True	6	2
SDCBP2	6.45380723654	0.0059	True	6	2
OR2Z1	6.44066764332	0.0059	True	6	2
ARL6IP6	6.43075942875	0.0059	True	6	2
PRR19	6.42875140956	0.0059	True	6	2
SHCBP1L	6.41411079222	0.0059	True	6	2
CLEC19A	6.3967456172	0.0059	True	6	2
RPP25	6.39575495483	0.0059	True	6	2
OPALIN	6.36063282997	0.0061	True	6	2
LDLRAD2	6.3454416331	0.0061	True	6	2
LYPD4	6.28934996445	0.0065	True	6	2
SPERT	6.27995107167	0.0065	True	6	2
TUBB2B	6.26992810025	0.0066	True	6	2
FAM216A	6.26028460644	0.0066	True	6	2
SP7	6.25645803958	0.0066	True	6	2
UROS	6.24576379431	0.0066	True	6	2
PTH1R	6.22920465835	0.0066	True	6	2
TMEM160	6.22342192337	0.0066	True	6	2
AMZ2	6.19682710053	0.0067	True	6	2
ZBTB37	6.17507703907	0.0069	True	6	2
KDM2B	6.15724747276	0.0069	True	6	2
SMCR8	6.15115089206	0.0069	True	6	2
OR52A5	6.14996225487	0.0069	True	6	2
MFSD4	6.14131877072	0.0069	True	6	2
MSRA	6.13237215767	0.0069	True	6	2
LLGL1	6.13124911795	0.0069	True	6	2
C3orf22	6.12600899347	0.0069	True	6	2
C8orf44-SGK3	6.11652270131	0.0069	True	6	2
KANK4	6.11277866963	0.0069	True	6	2
ADCY1	6.10769930181	0.0069	True	6	2
POU3F2	6.10265223084	0.0069	True	6	2
FBXO15	6.08957748127	0.007	True	6	2
ADHFE1	6.08389497263	0.007	True	6	2
PAWR	6.07883009035	0.0071	True	6	2
MVP	6.05454308322	0.0074	True	6	2
FSIP2	6.02374188493	0.0075	True	6	2
AP3D1	6.00937808124	0.0075	True	6	2
ZNF45	6.00181017853	0.0077	True	6	2
TRIM42	6.00091229377	0.0077	True	6	2
COMMD4	5.99975063009	0.0077	True	6	2
CYYR1	5.98688209479	0.0077	True	6	2
TGFB3	5.98476217429	0.0077	True	6	2
DCAF7	5.97599734066	0.0079	True	6	2
FAM46B	5.97414252812	0.0079	True	6	2
HIST1H2AA	5.97178343654	0.0079	True	6	2
P2RY13	5.95620525527	0.0081	True	6	2
APTX	5.93625531412	0.0084	True	6	2
PLA2R1	5.92032724293	0.0084	True	6	2
ATOX1	5.90998751599	0.0086	True	6	2
WFDC11	5.88505493643	0.0088	True	6	2
STEAP4	5.86449939409	0.009	True	6	2
TFCP2	5.83914769426	0.0091	True	6	2
CACNA2D2	5.83884260271	0.0091	True	6	2
LRRTM3	5.83329405859	0.0091	True	6	2
PLEK	5.8148004712	0.0091	True	6	2
ACAT1	5.80243840552	0.0094	True	6	2
MBTPS2	5.78672172595	0.0094	True	6	2
TRAK2	5.786404529	0.0094	True	6	2
SEMA3G	5.76475483032	0.0094	True	6	2
FAM129C	5.76236519652	0.0094	True	6	2
VPS37B	5.74843073612	0.0094	True	6	2
UNC5CL	5.74166643843	0.0094	True	6	2
SKA3	5.73497503668	0.0095	True	6	2
SUV39H1	5.73497503668	0.0095	True	6	2
PMEPA1	5.72571756939	0.0095	True	6	2
IDH3A	5.71167345284	0.0097	True	6	2
MSX2	5.707415027	0.0097	True	6	2
GPR22	5.70356350967	0.0097	True	6	2
CALML6	5.69333347941	0.0097	True	6	2
FAIM3	5.68652908546	0.0098	True	6	2
ELAC2	5.67862562949	0.01	False	6	2
C14orf39	5.65711635656	0.0101	False	6	2
STK32A	5.65305797807	0.0102	False	6	2
CDH5	5.65108761469	0.0102	False	6	2
OR9I1	5.63789134008	0.0103	False	6	2
MRM1	5.63742234683	0.0103	False	6	2
SIRPB1	5.63127187909	0.0105	False	6	2
TRIM64B	5.62206019321	0.0106	False	6	2
ABI3BP	5.6122467295	0.0106	False	6	2
hsa-mir-3174	5.60640682278	0.0106	False	4	2
SRPK1	5.60233429443	0.0107	False	6	2
ICT1	5.58515841885	0.0107	False	6	2
LETMD1	5.56659117364	0.0107	False	6	2
FBXL12	5.56499753804	0.0107	False	6	2
C14orf2	5.56101367139	0.0107	False	6	2
RFC2	5.5286475409	0.0108	False	6	2
INF2	5.51467024735	0.011	False	6	2
ZNF226	5.51040626022	0.011	False	6	2
hsa-mir-6805	5.50993666368	0.011	False	4	2
MYO3B	5.50448856234	0.011	False	6	2
LOC100129636	5.50444265125	0.011	False	6	2
CDK13	5.49814108106	0.0111	False	6	2
C9orf24	5.47760948124	0.0113	False	6	2
KCNJ9	5.47290096308	0.0113	False	6	2
RNF167	5.45469603062	0.0114	False	6	2
AMICA1	5.44659574461	0.0114	False	6	2
ZNF780A	5.44599338501	0.0114	False	6	2
CRYGA	5.42130826435	0.0117	False	6	2
SERINC5	5.42069926774	0.0117	False	6	2
KIF5A	5.41939924486	0.0117	False	6	2
ATP2B3	5.41374322786	0.0117	False	6	2
LILRA1	5.39263428948	0.0117	False	6	2
BCDIN3D	5.39134722271	0.0117	False	6	2
SLCO6A1	5.38392122177	0.0117	False	6	2
RGS19	5.38392122177	0.0117	False	6	2
FAM160B1	5.37802226245	0.0117	False	6	2
PEX1	5.37706540055	0.0117	False	6	2
SLC27A4	5.37457986046	0.0117	False	6	2
OR13J1	5.37179278941	0.0117	False	6	2
SSNA1	5.37090252912	0.0117	False	6	2
RESP18	5.36170735769	0.0117	False	6	2
LCORL	5.36120987433	0.0117	False	6	2
REPS2	5.36012155152	0.0117	False	6	2
HS1BP3	5.34640287097	0.0118	False	6	2
EIF4A2	5.34228418724	0.0118	False	6	2
STAG3	5.3410726688	0.0118	False	6	2
VCPIP1	5.33908346603	0.0118	False	6	2
DESI1	5.32141156022	0.0118	False	6	2
FCRL4	5.31964830915	0.0118	False	6	2
MTTP	5.31638628434	0.0118	False	6	2
ZNF43	5.29309608224	0.0121	False	6	2
GBP3	5.28321520753	0.0123	False	6	2
KIAA2013	5.28217266828	0.0123	False	6	2
ZUFSP	5.27994404741	0.0123	False	6	2
DCT	5.27684603237	0.0123	False	6	2
DDB1	5.26708040209	0.0123	False	6	2
USP9X	5.2662336664	0.0123	False	6	2
NAGS	5.25837042267	0.0123	False	6	2
KRBA1	5.24036892079	0.0125	False	6	2
SLC22A6	5.23243610916	0.0125	False	6	2
C11orf35	5.23000448404	0.0125	False	6	2
PRR14L	5.22095261652	0.0126	False	6	2
EN2	5.21909780398	0.0126	False	6	2
C1orf65	5.2180860226	0.0126	False	6	2
ZNF501	5.20986739557	0.0126	False	6	2
IRAK1BP1	5.19392839181	0.0127	False	6	2
SOX4	5.19180362873	0.0127	False	6	2
C15orf40	5.19017312614	0.0127	False	6	2
CEACAM4	5.16142144435	0.0127	False	6	2
CNPPD1	5.13524249361	0.0128	False	6	2
SAMSN1	5.13504988113	0.0128	False	6	2
CKAP4	5.12498526705	0.0129	False	6	2
INPP5D	5.11333715336	0.0129	False	6	2
PPIL4	5.11088360311	0.0129	False	6	2
BBC3	5.09749841081	0.013	False	6	2
SFXN5	5.09609592858	0.013	False	6	2
AEBP2	5.07586265788	0.0132	False	6	2
EXOC1	5.07370796911	0.0132	False	6	2
TIPIN	5.06570970785	0.0133	False	6	2
ANLN	5.04672483832	0.0133	False	6	2
IL17REL	5.04137008167	0.0134	False	6	2
LOC100130301	5.02320145828	0.0134	False	6	2
hsa-mir-567	5.02300944432	0.0134	False	4	2
CENPP	5.01402620402	0.0134	False	6	2
FBXO48	5.00480870411	0.0134	False	6	2
CNOT6	4.9847640445	0.0136	False	6	2
LY6D	4.94622981075	0.0137	False	6	2
PRSS8	4.91795739745	0.0137	False	6	2
PAK1IP1	4.91710504561	0.0137	False	6	2
GP1BB	4.8801053161	0.0142	False	6	2
NSMF	4.8780892508	0.0142	False	6	2
SLC10A1	4.86699349752	0.0142	False	6	2
IFNW1	4.8665234519	0.0142	False	6	2
PFDN1	4.86472873255	0.0142	False	6	2
ZSCAN16	4.86392381346	0.0142	False	6	2
SCGB2A2	4.86241069913	0.0142	False	6	2
UBXN11	4.8586507647	0.0142	False	6	2
SDHC	4.84405101955	0.0145	False	6	2
MMACHC	4.83703650546	0.0146	False	6	2
ELOVL2	4.8338241637	0.0147	False	6	2
MAK16	4.83177905433	0.0148	False	6	2
FAM120AOS	4.81978655236	0.0148	False	6	2
OR5A1	4.81124162684	0.0149	False	6	2
LENG8	4.81061816331	0.0149	False	6	2
ORAI1	4.80382874466	0.0149	False	6	2
MRPL39	4.79946951827	0.0149	False	6	2
C6orf141	4.79513194066	0.0149	False	6	2
L3MBTL4	4.79507044842	0.0149	False	6	2
MAP2K3	4.79484679235	0.0149	False	6	2
hsa-mir-649	4.77860763982	0.0149	False	4	2
KLC2	4.76710175007	0.0149	False	6	2
HEPHL1	4.75867096705	0.0149	False	6	2
FAM110A	4.74896140415	0.015	False	6	2
AES	4.73515252902	0.0151	False	6	2
MOSPD1	4.72604082789	0.0151	False	6	2
AP4B1	4.72330663987	0.0151	False	6	2
IL1RL1	4.71517274543	0.0151	False	6	2
FAM199X	4.71336948496	0.0151	False	6	2
WBP2NL	4.6893395447	0.0153	False	6	2
TSKS	4.68139829939	0.0153	False	6	2
TOX3	4.67886442963	0.0154	False	6	2
DSTYK	4.65892841256	0.0154	False	6	2
FFAR2	4.6531330189	0.0155	False	6	2
LEFTY2	4.64545664861	0.0156	False	6	2
KIAA1551	4.64501831814	0.0156	False	6	2
KEAP1	4.58852450124	0.0158	False	6	2
ARHGEF37	4.57881074609	0.0158	False	6	2
AGMAT	4.5643184196	0.0159	False	6	2
SLC10A2	4.55786555688	0.0159	False	6	2
ZNF25	4.55553005345	0.016	False	6	2
TM9SF3	4.55257514755	0.016	False	6	2
NSG1	4.53971390837	0.016	False	6	2
SYT4	4.52418438089	0.016	False	6	2
IQGAP1	4.50104670929	0.016	False	6	2
CYSLTR2	4.4884962739	0.016	False	6	2
EIF3G	4.47344706696	0.0161	False	6	2
RNF103	4.46616530698	0.0161	False	6	2
IPP	4.46415511008	0.0161	False	6	2
HPGDS	4.43991651361	0.0162	False	6	2
BMF	4.43063289577	0.0163	False	6	2
DAPP1	4.42214102653	0.0163	False	6	2
CD58	4.41492720509	0.0163	False	6	2
C3orf20	4.40129815202	0.0163	False	6	2
COL4A4	4.40103702831	0.0163	False	6	2
ZSWIM3	4.39902256876	0.0163	False	6	2
ITGAX	4.37483888595	0.0163	False	6	2
PDCD5	4.3503855919	0.0164	False	6	2
SLC30A8	4.33067189249	0.0166	False	6	2
DNASE1L1	4.32601722934	0.0166	False	6	2
EXD3	4.32418696335	0.0166	False	6	2
IRF2BP2	4.32418696335	0.0166	False	6	2
NAIP	4.27952159606	0.0166	False	6	2
GOLGA1	4.26722638516	0.0166	False	6	2
FBF1	4.26506797371	0.0166	False	6	2
ZDHHC13	4.25139811996	0.0166	False	6	2
PASD1	4.23337398737	0.0166	False	6	2
hsa-mir-545	4.21699643261	0.0166	False	4	2
MAPK14	4.17778393848	0.0166	False	6	2
ZFYVE9	4.16724682825	0.0166	False	6	2
UCP3	4.15294428329	0.0166	False	6	2
MAMSTR	4.12218117081	0.0167	False	6	2
EVI2B	4.10475898415	0.0167	False	6	2
ERAP1	4.07519126674	0.0168	False	6	2
C5orf51	4.0345006505	0.017	False	6	2
SYNJ1	4.00194166206	0.017	False	6	2
SEMA5A	3.958037394	0.0171	False	6	2
GREB1L	3.8450136429	0.0171	False	6	2
CDX1	3.76910970982	0.0171	False	6	2
NonTargetingControlGuideForHuman_0017	3.34509207779	0.0172	False	1	1
PRDM13	3.34452712974	0.0173	False	6	1
SLC35B2	3.16076816099	0.0173	False	6	1
SLIT2	3.10162752189	0.0174	False	4	1
AKIRIN1	3.09860347063	0.0174	False	6	1
EPHB4	3.08210963748	0.0175	False	6	1
LLPH	2.97947311013	0.0175	False	6	1
ASIP	2.92116586647	0.0176	False	6	1
IQGAP3	2.91884368049	0.0177	False	6	1
MRPL54	2.90091479795	0.0178	False	6	1
PRSS2	2.89610425857	0.018	False	6	1
TMEM17	2.89286737228	0.018	False	6	1
UBE2G1	2.88300939503	0.018	False	6	1
NPY	2.83749964972	0.018	False	6	1
OR8K1	2.82438601821	0.0182	False	6	1
GAST	2.82247989503	0.0182	False	6	1
GRID1	2.80094107231	0.0183	False	6	1
MAP4	2.78665661022	0.0183	False	6	1
DCAF8L2	2.75212647153	0.0183	False	6	1
PCDHGA1	2.75212647153	0.0183	False	6	1
PGC	2.74533489791	0.0183	False	6	1
RNF151	2.73611102875	0.0184	False	6	1
HPCAL1	2.71948229742	0.0184	False	6	1
hsa-mir-548ah	2.71705392332	0.0184	False	2	1
FAM20A	2.69199279299	0.0185	False	6	1
FN1	2.68297468139	0.0185	False	6	1
ZNF396	2.67354776195	0.0186	False	6	1
MED20	2.67084762448	0.0186	False	6	1
OR9Q2	2.65146146837	0.0187	False	6	1
CD97	2.63998231855	0.0188	False	6	1
TMEM257	2.61913343867	0.0191	False	6	1
C11orf86	2.60988242376	0.0191	False	6	1
DEFB124	2.60988242376	0.0191	False	6	1
LCE1B	2.60988242376	0.0191	False	6	1
DHCR7	2.60988242376	0.0191	False	6	1
TG	2.59401220942	0.0191	False	6	1
FKTN	2.59401220942	0.0191	False	6	1
ZKSCAN2	2.58829460944	0.0191	False	6	1
KCNG4	2.58088479412	0.0192	False	6	1
TSPAN18	2.57753998913	0.0193	False	6	1
AIRE	2.57753998913	0.0193	False	6	1
DKK4	2.55837807847	0.0193	False	6	1
IL20	2.54981159621	0.0193	False	6	1
ZMYM3	2.54259376729	0.0193	False	6	1
NADK2	2.53893936443	0.0194	False	6	1
PRPF3	2.53893936443	0.0194	False	6	1
IFI16	2.53868100417	0.0194	False	6	1
hsa-mir-6836	2.53525395021	0.0194	False	4	1
CXCL14	2.53525395021	0.0194	False	6	1
hsa-mir-4733	2.52778795055	0.0197	False	4	1
FYB	2.52778795055	0.0197	False	6	1
C11orf87	2.52019135377	0.0198	False	6	1
FNTB	2.52019135377	0.0198	False	6	1
CSTA	2.50854134771	0.0199	False	6	1
TMEM259	2.50854134771	0.0199	False	6	1
ACTL7A	2.50854134771	0.0199	False	6	1
AK5	2.50266971428	0.0202	False	6	1
ZNF486	2.50059735461	0.0202	False	6	1
UPK1A	2.49250534045	0.0203	False	6	1
CAPN15	2.48955721915	0.0203	False	6	1
ABCG2	2.48840208134	0.0203	False	6	1
C2orf50	2.48425968415	0.0203	False	6	1
CDH18	2.48425968415	0.0203	False	6	1
NLRP11	2.48007739504	0.0205	False	6	1
LPGAT1	2.48007739504	0.0205	False	6	1
ATF5	2.47585443822	0.0205	False	6	1
FBXL8	2.47245578567	0.0206	False	6	1
C15orf38	2.47159001503	0.0207	False	6	1
MAP3K19	2.46293345511	0.0208	False	6	1
CSMD1	2.46293345511	0.0208	False	6	1
ZNF649	2.45675539197	0.0208	False	6	1
DHRS12	2.45657597168	0.0208	False	6	1
CPT1B	2.4509201352	0.0208	False	6	1
LCN9	2.44961623234	0.0208	False	6	1
HIBCH	2.44651402469	0.0208	False	6	1
PWP1	2.445084839	0.0208	False	6	1
S100A4	2.445084839	0.0208	False	6	1
OGN	2.445084839	0.0208	False	6	1
PIAS3	2.4405056665	0.0209	False	6	1
PITX2	2.4405056665	0.0209	False	6	1
XCL1	2.43587769653	0.0212	False	6	1
SLFN14	2.43587769653	0.0212	False	6	1
C10orf128	2.43119987787	0.0214	False	6	1
MYO5B	2.43119987787	0.0214	False	6	1
OR4E2	2.42912357253	0.0214	False	6	1
PTDSS1	2.42647112496	0.0215	False	6	1
PCDH10	2.42647112496	0.0215	False	6	1
DDB2	2.42169031639	0.0215	False	6	1
hsa-mir-3938	2.42169031639	0.0215	False	4	1
RECQL	2.42169031639	0.0215	False	6	1
hsa-mir-2117	2.42169031639	0.0215	False	4	1
NOL11	2.41685629329	0.0215	False	6	1
QARS	2.41685629329	0.0215	False	6	1
OR5M1	2.41187804219	0.0216	False	6	1
ABHD2	2.40702377061	0.0218	False	6	1
ALDH1A1	2.40702377061	0.0218	False	6	1
ANGPT1	2.40702377061	0.0218	False	6	1
TMPRSS11B	2.40202275042	0.0218	False	6	1
CA12	2.39696347057	0.0221	False	6	1
KCNK16	2.39184455767	0.0223	False	6	1
NPRL3	2.39184455767	0.0223	False	6	1
CCL2	2.39184455767	0.0223	False	6	1
ZNF517	2.39184455767	0.0223	False	6	1
FOXJ3	2.38878718081	0.0224	False	6	1
GFOD2	2.38666458915	0.0224	False	6	1
CORO2B	2.38666458915	0.0224	False	6	1
KCNE1	2.38441648957	0.0224	False	6	1
SPG21	2.38142209093	0.0224	False	6	1
OR11H4	2.38142209093	0.0224	False	6	1
ODC1	2.37074333625	0.0224	False	6	1
ZNF235	2.37074333625	0.0224	False	6	1
SLC6A3	2.37074333625	0.0224	False	6	1
GDF11	2.36530385059	0.0224	False	6	1
FCRL3	2.3628420791	0.0226	False	6	1
CEP120	2.35979537098	0.0228	False	6	1
FABP3	2.35979537098	0.0228	False	6	1
TMEM234	2.35979537098	0.0228	False	6	1
ACER1	2.35979537098	0.0228	False	6	1
ATAD3C	2.35421612468	0.0229	False	6	1
PPP3R1	2.35421612468	0.0229	False	6	1
URM1	2.34948929956	0.023	False	6	1
RXRB	2.34856426974	0.0232	False	6	1
FAM118B	2.34856426974	0.0232	False	6	1
C1orf233	2.34707583998	0.0233	False	6	1
SLX4IP	2.34283789136	0.0238	False	6	1
RASSF1	2.34283789136	0.0238	False	6	1
TRAPPC3	2.33703499795	0.024	False	6	1
SEPP1	2.33703499795	0.024	False	6	1
hsa-mir-660	2.33703499795	0.024	False	4	1
POU6F1	2.33115351704	0.024	False	6	1
PLA2G4C	2.33115351704	0.024	False	6	1
PIAS4	2.33115351704	0.024	False	6	1
TMEM141	2.33115351704	0.024	False	6	1
NCLN	2.33115351704	0.024	False	6	1
MEPE	2.31914607118	0.0241	False	6	1
SLCO1B3	2.31914607118	0.0241	False	6	1
hsa-mir-7843	2.31618466501	0.0242	False	4	1
RFC1	2.3130155151	0.0242	False	6	1
MT1E	2.3130155151	0.0242	False	6	1
GIMAP8	2.3130155151	0.0242	False	6	1
PLSCR5	2.30679717872	0.0243	False	6	1
DIP2A	2.30679717872	0.0243	False	6	1
B4GALT7	2.30100373829	0.0243	False	6	1
TRAPPC5	2.3004885117	0.0244	False	6	1
FBN1	2.29408685096	0.0246	False	6	1
KRTCAP2	2.29408685096	0.0246	False	6	1
SMARCA2	2.29408685096	0.0246	False	6	1
NonTargetingControlGuideForHuman_0217	2.28758941383	0.0248	False	1	1
SLC26A8	2.28758941383	0.0248	False	6	1
XK	2.28099329089	0.0255	False	6	1
C5orf49	2.28099329089	0.0255	False	6	1
ZNF260	2.28099329089	0.0255	False	6	1
CTHRC1	2.28099329089	0.0255	False	6	1
ZCCHC7	2.28099329089	0.0255	False	6	1
BAZ1B	2.28099329089	0.0255	False	6	1
hsa-mir-6833	2.28099329089	0.0255	False	4	1
EID2	2.28099329089	0.0255	False	6	1
OR11H1	2.27448551129	0.0257	False	6	1
hsa-mir-150	2.27429543807	0.0257	False	4	1
LAMC1	2.27429543807	0.0257	False	6	1
ACTL6A	2.27332462339	0.0257	False	6	1
SPINK5	2.27308660916	0.0257	False	6	1
hsa-mir-934	2.27162045059	0.0257	False	4	1
EVX1	2.26749266827	0.0258	False	6	1
hsa-mir-6763	2.26749266827	0.0258	False	4	1
OR4Q3	2.26749266827	0.0258	False	6	1
SLC14A1	2.26667360993	0.0258	False	6	1
RPGRIP1	2.26058164221	0.0261	False	6	1
INTS12	2.26058164221	0.0261	False	6	1
CDC20	2.26058164221	0.0261	False	6	1
SCLT1	2.26058164221	0.0261	False	6	1
ASCL2	2.26058164221	0.0261	False	6	1
WWC2	2.26058164221	0.0261	False	6	1
C11orf85	2.25355885861	0.0266	False	6	1
ENTPD5	2.25355885861	0.0266	False	6	1
SMAD6	2.25355885861	0.0266	False	6	1
CRIP3	2.25355885861	0.0266	False	6	1
ZBTB46	2.25355885861	0.0266	False	6	1
CCT8L2	2.25355885861	0.0266	False	6	1
FBXL19	2.24978842759	0.0266	False	6	1
HPS6	2.24783669092	0.0266	False	6	1
AKAP4	2.24690928465	0.0266	False	6	1
SERPINB3	2.24642064354	0.0268	False	6	1
CTNNA1	2.24642064354	0.0268	False	6	1
HUWE1	2.24642064354	0.0268	False	6	1
UBN1	2.24642064354	0.0268	False	6	1
ZNF121	2.24445058419	0.027	False	6	1
CRCP	2.23916313888	0.0273	False	6	1
NT5DC1	2.23916313888	0.0273	False	6	1
CYSTM1	2.23916313888	0.0273	False	6	1
FAM133B	2.23916313888	0.0273	False	6	1
KCNAB1	2.23535619347	0.0273	False	6	1
CFP	2.23178228976	0.0276	False	6	1
SCAF11	2.23178228976	0.0276	False	6	1
